title,building_type,cat1,cat2,cat3,price,tenor_20,tenor_15,location,bedroom,bathroom,lt,lb
Rumah Bagus Cicilan 2 Jutaan Di Dekat Kemang Swatama Depok,Rumah,Siap Huni,Dekat Akses Transportasi,null,750000000,3000000,4000000,Sukmajaya,2,2,70,50
Rumah 2 Lantai Gaya Bali Di Pinggir Jalan Pengasinan Depok,Rumah,Siap Huni,null,null,750000000,3000000,4000000,Sawangan,3,2,71,56
"Dijual cepat harga miring – Rumah Minimalis di Kawasan Premium Cimanggis! Siap huni, fasilitas lengkap, unit terbatas. Cocok untuk pasutri baru yang mau punya hunian pertama.",Rumah,Siap Huni,Dekat Sekolah,null,750000000,3000000,4000000,Cimanggis,3,2,90,60
Rumah Dibawah Njop Di Perumahan Taman Melati Shilakan Bandingkan Dengan Yang Lain Spek Kita Menggunakan Bata Merah,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,750000000,3000000,4000000,Bojong Sari,3,2,97,90
Luas tanah 93 | Ready Stok | Harga 700 Jutaan | Lokasi Pinggir Jalan Raya | Tanpa DP,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,750000000,3000000,4000000,Tapos,2,1,93,57
Rumah Sawangan Strategis Dekat Transjakarta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,750000000,3000000,4000000,Sawangan,3,1,87,90
"25. Turun Harga Murah Dijual Cepat Rumah 2 Lantai di Permata Depok Sektor Safir Pondok Jaya – Siap Huni & Strategis Dekat Stasiun Citayam, Kampus UI dan Tol Margonda",Rumah,Full Furnished,Siap Huni,Bebas Banjir,750000000,3000000,4000000,Cipayung,3,2,90,113
"Rumah Kontrakan 7 Pintu Akses Motor, Lokasi Strategis SHM",Rumah,null,null,null,750000000,3000000,4000000,Tapos,7,7,280,220
Depok 2 Tengah SHM,Rumah,null,null,null,750000000,3000000,4000000,Depok II,2,1,90,100
Rumah 1lantai Bagus Dekat Ui Dan Pintu Tol Kulusan,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,750000000,3000000,4000000,Kukusan,2,1,64,45
"Dijual Rumah Bagus Di Pesona Cinere Residence, Meruyung, Depok",Rumah,Dekat Akses Transportasi,null,null,750000000,3000000,4000000,Limo,2,1,72,45
Dijual Rumah Bagus Murah 1lantai Siap Huni Dlm Cluster Permata Cimanggis Depok,Rumah,Siap Huni,null,null,750000000,3000000,4000000,Cimanggis,2,1,84,50
Di Jual Rumah Bagus Full Furnished Strategis Murah Di Depok City,Rumah,Full Furnished,Dekat Akses Transportasi,null,750000000,3000000,4000000,Depok I,2,1,86,70
Rumah Baru Renov 7 Menit ke RS Citra Medika Depok 2 KT Siap Huni J-24970,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,760000000,3000000,4000000,Cilodong,2,1,84,80
Rumah Murah Kpr Kukusan Beji Depok,Rumah,Dekat Akses Transportasi,Dekat Sekolah,null,765000000,3000000,4000000,Kukusan,3,2,40,54
"Dijual Cepat Rumah Perlu Renovasi,, Megapolitan, Cinere",Tanah,null,null,null,768000000000,11000000,14000000,Cinere,,,320,0
Rumah SHM Terawat 15 Menit ke Gerbang Tol Cimanggis Baru Renov J-30648,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,770000000,3000000,4000000,Cimanggis,2,1,104,72
Dijual Rumah Cilodong Rumah SHM,Rumah,Bisa Nego,Full Furnished,null,770000000,3000000,4000000,Cilodong,3,1,81,81
Jual Rumah Siap Huni Jln Raya Pulo Mangga Grogol Limo Deook,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,775000000,3000000,4000000,Limo,3,2,100,90
Habis Akad Langsung Bisa Tempatin Rumah Di Pondok Cabe Udik,Rumah,DP 0%,Siap Huni,Dekat Akses Transportasi,775000000,3000000,4000000,Cinangka,2,1,60,60
Rumah Di Cipayung Kota Depok,Rumah,null,null,null,775000000,3000000,4000000,Cipayung,2,1,173,50
Rumah Islami Siap Huni Milenial Strategis 5mnt Ke Gdc & St.depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,777000000,3000000,4000000,Pancoran Mas,3,2,45,50
"Rumah Murah Aset Mandiri, Cilodong , Jawa Barat",Rumah,null,null,null,778000000,3000000,4000000,Cilodong,2,3,156,93
Rumah Seken LT 90 Akses Dekat Terminal Sawangan Dibantu KPR J35933,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,780000000,3000000,4000000,Sawangan,2,1,90,90
Rumah Strategis 9 Menit ke The Park Sawangan SHM Dibantu KPR J-36721,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Sawangan,2,2,90,60
Rumah SHM Strategis 17 Menit ke Gerbang Tol Sawangan 1 Dibantu KPR J32032,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Pancoran Mas,2,1,97,60
Rumah Strategis Bisa KPR 10 Menit ke Stasiun Depok LT 153 Siap Huni J30725,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Cipayung,3,2,153,144
Rumah 3 KT Siap Huni 10 Menit ke Gerbang Toll Limo 2 Bebas Banjir J31776,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,780000000,3000000,4000000,Pancoran Mas,3,1,103,65
Rumah 2 Lt SHM 15 menit ke Stasiun Depok Dibantu KPR J-34170,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,780000000,3000000,4000000,Citayam,4,2,84,96
Rumah Minimalis Dekat Cinere 15 Menit ke Pintu Tol Bebas Banjir J32032,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,780000000,3000000,4000000,Cinere,2,1,97,60
Rumah SHM Strategis dekat Gerbang Tol Sawangan 1 Dibantu KPR J-32032,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Sawangan,2,1,97,60
Rumah Minimalis Terawat 4 KT 10 Menit ke RS Citra Medika Hadap Utara J34170,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,780000000,3000000,4000000,Cilodong,4,2,84,96
Rumah 1 Lt Minimalis 5 Menit ke The Park Mall Sawangan Hadap Utara J36533,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Bojong Sari,2,1,78,45
Rumah Minimalis LT 90 Akses Dekat RS Mitra Keluarga Cibubur Bisa KPR J25753,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Cimanggis,2,2,90,65
Rumah Seken 2 KT 7 Menit ke Gerbang Tol Cimanggis 3 Siap Huni J23285,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Cimanggis,2,1,80,50
Dekat ke Cinere Bellevue Mall J-31776,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Cinere,3,1,103,65
Rumah LT 105 Hadap Selatan Strategis 15 Menit ke MargoCity Siap KPR J23112,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Cimanggis,2,1,105,68
Rumah Hadap Utara 5 Menit ke The Park Sawangan Dibantu KPR J-36533,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Sawangan,2,1,78,45
Rumah Murah 1 Lantai Di Sukmajaya Depok.bisa Kpr,Rumah,Bisa Nego,Full Furnished,Siap Huni,780000000,3000000,4000000,Sukmajaya,3,2,122,122
Rumah Siap Huni 10 Menit ke Gerbang Toll Limo 2 SHM Dibantu KPR J31776,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Pancoran Mas,3,1,103,65
Rumah Terawat 2 Kamar Akses Dekat Stasiun Depok Lama Siap Huni J32032,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Beji,2,1,97,60
Rumah 1 Lantai SHM Dekat Cinere 15 Menit ke Pintu Tol Dibantu KPR J32032,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Cinere,2,1,97,60
Rumah Minimalis 10 Menit ke Terminal Citayam LT 153 Siap Huni J-30725,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Citayam,3,2,153,144
Rumah Luas LT 153 Akses Dekat Gerbang Tol Margonda 3 Siap Huni J-30725,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Pancoran Mas,3,2,153,144
Rumah 2 Lt Strategis Dekat Sawangan 10 Menit ke Stasiun Depok Bisa KPR J-30725,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Sawangan,3,2,153,144
Rumah Hadap Selatan SHM 9 Menit ke The Park Sawangan Dibantu KPR J-36721,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,780000000,3000000,4000000,Limo,2,2,90,60
Rumah Bagus Unfurnished Dekat Pintu Tol Kukusan,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Sekolah,780000000,3000000,4000000,Kukusan,2,1,79,45
Rumah 1Lantai Type 36/70 | TANPA DP | DEKAT MALL DTC | Lokasi Strategis Dekat Tol Kukut,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,788000000,3000000,4000000,Limo,2,1,70,36
Rumah 2 Lt Cantik SHM 10 Menit ke Grand Mall Cimanggis J-32122,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,790000000,3000000,4000000,Cimanggis,2,2,45,65
Rumah LT 90 Strategis 9 Menit ke Gerbang Tol Cisalak 3 Bisa KPR J23757,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,790000000,3000000,4000000,Cimanggis,2,1,90,70
Rumah SHM 9 Menit ke RS Sentra Medika Cisalak  Depok Siap Huni Dibantu KPR J23757,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,790000000,3000000,4000000,Cimanggis,2,1,90,70
Rumah Cantik 2 Lt Siap KPR 10 Menit ke Grand Mall Cimanggis J32122,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,790000000,3000000,4000000,Cimanggis,2,2,45,65
Rumah Murah di Perumnas Depok 1,Rumah,Dekat Sekolah,null,null,790000000,3000000,4000000,Depok I,4,3,130,260
Rumah Murah Pojok Dalam Cluster Strategis Di Cinangka Sawangan,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,790000000,3000000,4000000,Cinangka,2,2,96,60
Dijual Perumahan Syariah Pancoran Mas New,Rumah,Syariah,null,null,790000000,3000000,4000000,Pancoran Mas,3,3,55,55
Harga Di Turunkan Rumah Di Komplek Sawangan Village,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,795000000,3000000,4000000,Sawangan,2,1,120,50
Ruko Murah Dibawah Pasaran Pinggir Jalan Bonus Bangunan Kos Depok,Ruko,Bisa Nego,Dekat Akses Transportasi,Dekat Sekolah,8000000000,38000000,49000000,Margonda,4,3,498,500
Tanah Kavling Rumah Tinggal Luas Dan Murah Dalam Komplek Cinere,Tanah,Bisa Nego,Dekat Pusat Perbelanjaan,null,8060000000,30000,40000,Cinere,,,1402,0
DIJUAL CEPAT TANAH DI BUKIT CINERE INDAH 1400 M2 JAUH DIBAWAH NJOP,Tanah,null,null,null,8060000000,30000,40000,Cinere,,,1402,0
Jual Tanah Kavling Siap Bangun Di Bukit Cinere Indah,Tanah,null,null,null,8060000000,30000,40000,Cinere,,,1402,0
Di Jual Cepat Gedung Mini,Kantor,Dekat Pusat Perbelanjaan,null,null,8250000,40000,60000,Depok II,6,,204,432
"Rumah Bagus Dengan Pool Lokasi Premium Dalam Komplek Elit Di Cinere, Depok",Rumah,Bisa Nego,Full Furnished,Siap Huni,8500000000,41000000,52000000,Cinere,7,5,540,400
Kontrakan 16 Pintu Di Cinere Depok,Kost,null,null,null,8500000000,41000000,52000000,Cinere,16,16,1060,500
Tanah Di Jln.proklamasi Sukma Jaya Kota Depok,Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,8500000000,41000000,52000000,Sukmajaya,,,1000,0
Ruko Gandeng Cimanggis Sukmajaya Depok,Ruko,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,null,8500000000,41000000,52000000,Sukmajaya,3,,222,480
Tanah Kavling Perumahan Di Cilangkap Depok Jabar,Tanah,Bisa Nego,Dekat Pusat Perbelanjaan,null,8700000000,41000000,54000000,Cimanggis,,,2700,0
Kavling Siap Bangun Diarea Harjamukti Near Perkemahan Cibubur,Tanah,Dekat Akses Transportasi,null,null,8860000000,30000,40000,Cimanggis,,,1772,0
Kavling Bagus Area Harjamukti Dekat Mall & Perkemahan Cibubur,Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,8860000000,30000,40000,Cimanggis,,,1772,0
Rumah Lokasi Terbaik dan Siap Huni Villa Cinere Mas.,Rumah,Siap Huni,null,null,8900000000,42000000,55000000,Cinere,3,4,475,600
Rumah Lokasi Terbaik dan Siap Huni Villa Cinere Mas.,Rumah,Siap Huni,null,null,8900000000,42000000,55000000,Cinere,4,4,475,600
"Kavling strategis harga murah di Jl. Raya Muchtar, Depok RM 481",Tanah,null,null,null,8940000000,30000,40000,Depok I,,,1627,0
Rumah Dijual Selangkah Ke Stasiun Lrt Harjamukti Di Cibubur,Rumah,Siap Huni,Dekat Akses Transportasi,null,800000000,3000000,4000000,Harjamukti,2,2,100,80
Rumah LT 124 SHM Siap Huni 15 menit ke RS Citama Dibantu KPR J-34919,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,800000000,3000000,4000000,Citayam,3,1,124,90
RUMAH 2 LANTAI 3 KAMAR TIDUR CUMA 800 JUTAAN LOKASI STRATEGIS SIAP HUNI,Rumah,Syariah,DP 0%,Siap Huni,800000000,3000000,4000000,Sawangan,3,2,63,63
Rumah 2½ Lantai Dipinggir Jalan Nempel Pintu Tol Cijago,Rumah,Dekat Akses Transportasi,null,null,800000000,3000000,4000000,Cimanggis,3,2,70,45
Harga Di Turunkan Rumah Di Komplek Sawangan Village,Rumah,Dekat Akses Transportasi,Dekat Tempat Ibadah,null,800000000,3000000,4000000,Sawangan,2,1,120,45
Rumah Baru Eropa Modern Di Depok Cibubur Strategis,Rumah,null,null,null,800000000,3000000,4000000,Cibubur,3,2,70,90
Rumah Eropa Modern Dekat Cibubur Dan Lrt Strategis,Rumah,Dekat Akses Transportasi,null,null,800000000,3000000,4000000,Tapos,3,2,70,100
Rumah2 Lantai Siap Huni Bs Tanpa Dp Terviral Di Cimanggis Dekat Tol Cijago Dekat Jalan Raya,Rumah,Siap Huni,Dekat Akses Transportasi,null,800000000,3000000,4000000,Cimanggis,3,2,55,72
Rumah Siap Huni Pinggir Jalan Raya Pengasinan Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,800000000,3000000,4000000,Sawangan,3,2,87,60
"RUMAH MEWAH TERMURAH PINGGIR JALAN RAYA LANGSUNG DEPAN TOL CIJAGO, 7 MENIT LRT CIBUBUR, DEKAT PUSAT BISNIS DAN MALL",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,800000000,3000000,4000000,Cimanggis,3,2,50,72
"RUMAH SIAP HUNI LANGSUNG KE TOL CIJAGO, DEKAT JALAN RAYA BOGOR, DEKAT LRT CIBUBUR, DEKAT STASIUN KERETA",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,800000000,3000000,4000000,Cimanggis,3,2,50,60
Rumah Mewah Termurah Hanya 2 Menit Jalan Raya Bogor Jatijajar 10 Menit Stasiun Kereta Api 10 Menit Tol Cijago Dekat Kawasan Bisnis,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,800000000,3000000,4000000,Sukmajaya,3,2,60,80
Cluster 2 Lantai Siap Huni Dekat Lrt Cibubur,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,800000000,3000000,4000000,Mekarsari,3,2,46,63
"Rumah Premium Scandinavian Diapit Tol Jatikarya, Tol Cimanggis, Tol Cibubur, Lrt Harjamukti Hanya 800 Jutaan",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,800000000,3000000,4000000,Cimanggis,3,2,70,60
Jual Murah Tanah Sawangan,Tanah,null,null,null,800000000,3000000,4000000,Sawangan,,,600,0
"Rumah Pinggir Jalan dekat Pintu Tol ,Free Biaya Dp 0 Dapat Subsidi Kpr",Rumah,Subsidi,DP 0%,Dekat Akses Transportasi,803000000,3000000,4000000,Tapos,3,2,63,62
"Ruko Strategis Di Sawangan, Depok – Dekat Akses Tol Desari-serpong-cibubur, Kawasan Berkembang",Ruko,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,804000000,3000000,5000000,Sawangan,1,,48,120
Rumah Miniimalis 5 Menit ke RSUD Depok Timur 1 Lantai Dibantu KPR J35614,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,810000000,3000000,5000000,Cilodong,2,1,84,45
Rumah 15 menit ke Stasiun Citayam Hadap Utara SHM Dibantu KPR J23750,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,810000000,3000000,5000000,Cilodong,3,1,92,90
Rumah 14 Menit ke Gerbang Tol Cimanggis Hadap Timur J-35614,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,810000000,3000000,5000000,Cimanggis,2,1,84,45
Rumah Baru 2 Lantai Siap Huni Dekat Tol Cinangka Sawangan Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,815000000,3000000,5000000,Sawangan,3,2,48,86
Rumah 2 Lantai Modern Terlaris Dekat Tol Di Depok,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,816000000,3000000,5000000,Bojong Sari,3,3,60,100
Rumah Dua Lantai di Kota Depok,Rumah,null,null,null,818000000,3000000,5000000,Bojong Sari,2,1,119,75
Rumah Asri Baru Renov 2 Menit ke RS Citra Medika Depok Siap Huni J31471,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,820000000,3000000,5000000,Cilodong,2,1,96,50
Rumah LT 96 Sudah Renov 15 Menit ke Stasiun Citayam Dibantu KPR J-31471,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,820000000,3000000,5000000,Citayam,2,1,96,50
Rumah Asri Strategis 9 Menit ke Stasiun Depok 1 Lantai Siap Huni J-31471,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,820000000,3000000,5000000,Sukmajaya,2,1,96,50
Dijual Cepat Di Komplek Taman Tiga Putra Cinere. Cepat 825 Jt,Rumah,Dekat Akses Transportasi,Dekat Sekolah,null,825000000,3000000,5000000,Cinere,3,2,72,144
Rumah Murah Jual Cepat Dalam Cluster Di Grand Depok City,Rumah,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,Dekat Tempat Wisata,825000000,3000000,5000000,Depok I,2,1,105,85
Rumah LT 94 Hadap Selatan Siap KPR 15 Menit ke Gerbang Tol Kukusan 3 J27801,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Pancoran Mas,2,1,94,64
Rumah Hadap Selatan 10 Menit ke Grand Mall Cimanggis 2 Lt Harga Nego Siap KPR J25182,Rumah,Bisa Nego,Full Furnished,Siap Huni,830000000,4000000,5000000,Cimanggis,3,3,53,67
Rumah 14 Menit ke Mall Pesona Square SHM Dibantu KPR J-36901,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Pancoran Mas,2,2,90,68
Rumah Strategis 15 Menit ke Gerbang Tol Kukusan 3 Dibantu KPR J26390,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Limo,2,2,72,54
Rumah Siap Huni 3 KT 9 Menit ke Gerbang Toll Limo 1 Hadap Utara J24057,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,830000000,4000000,5000000,Limo,3,2,86,70
Rumah Carport Luas 1 Lt Dekat RSU Brawijaya Sawangan Hadap Utara J34449,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Sawangan,2,1,72,36
Rumah Strategis 4 KT 7 Menit ke Terminal Citayam Bebas Banjir J33559,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,830000000,4000000,5000000,Citayam,4,2,120,200
Rumah 15 Mnt ke Pintu Tol Cimanggis Siap Huni Dibantu KPR J22664,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,830000000,4000000,5000000,Cimanggis,2,1,90,81
Rumah 2 Lt SHM 8 Menit ke The Park Sawangan Siap Huni Dibantu KPR J-26548,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Sawangan,2,2,54,50
Rumah Hadap Timur 10 Menit ke Primaya Hospital Depok SHM Dibantu KPR J-36901,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Cilodong,2,2,90,68
Rumah Minimalis 15 Menit ke Gerbang Tol Limo Utama Dibantu KPR J26390,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Limo,2,2,72,54
Rumah SHM Luas Siap KPR 15 Mnt ke Station LRT Harjamukti Dibantu KPR J-34087,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Cimanggis,3,1,102,102
Rumah Di Dekat Griya Cinere Shmdalam Kompl3k Harga Bagus,Rumah,Dekat Akses Transportasi,null,null,830000000,4000000,5000000,Cinere,2,1,84,84
Di Jual Rumah Lokasi Strategis Cluster Bumi Cimanggis Indah 2 Tapos-depok,Rumah,Bisa Nego,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,830000000,4000000,5000000,Tapos,2,1,78,36
Rumah Hook Luas 7 Menit ke RS Brawijaya Depok 2 KT Siap Huni J-25852,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,840000000,4000000,5000000,Sawangan,2,1,176,36
Rumah Hook Tanah Luas 7 menit ke RS Brawijaya Depok Siap Huni J25852,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,840000000,4000000,5000000,Sawangan,2,1,176,36
"Rumah Modern Siaphuni diapit 3 pintu Tol Kukusan, Limo dan Desari",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,845000000,4000000,5000000,Limo,2,1,85,40
Dijual Rumah Murah Dalam Cluster Lantana Di Grand Depok City,Rumah,Dekat Tempat Wisata,null,null,845000000,4000000,5000000,Depok II,2,1,103,75
Dijual Ruko Di Fresh Market Cibubur Country,Ruko,null,null,null,847000000,4000000,5000000,Harjamukti,2,,45,90
Rumah Siap Huni Tanah Luas Di Pancoran Mas 600 Meter Ke Pintu Tol,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,849000000,4000000,5000000,Pancoran Mas,3,2,85,75
Take Over Rumah Siap Huni Di Sukmajaya Kota Depok,Rumah,Siap Huni,Dekat Sekolah,Dekat Fasilitas Kesehatan,85000000,420000,530000,Sukmajaya,2,2,75,50
Rumah 2 Lt Baru Renov 10 Menit ke Gerbang Tol Kukusan 1 Siap KPR J-25603,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,850000000,4000000,5000000,Pancoran Mas,3,2,72,100
Rumah LT 130 SHM Siap KPR 10 menit ke The Park Sawangan J30583,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,850000000,4000000,5000000,Sawangan,2,1,130,45
Rumah 10 Mnt ke Pintu Tol Limo Depok Dibantu KPR J26824,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,850000000,4000000,5000000,Limo,2,1,75,36
"Hunian 2 Lantai di Grand Depok City Cluster Griya Melati Mas, Cilodong, Depok",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Sekolah,850000000,4000000,5000000,Cilodong,2,2,93,90
Rumah 2 Lantai Di Jatimulya Cilodong Depok Harga Termurah Di Area Cilodong,Rumah,Subsidi,Bisa Nego,Siap Huni,850000000,4000000,5000000,Cilodong,3,2,72,95
Rumah Shm 2 Lantai Siap Huni Premium Sangat Strategis,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,850000000,4000000,5000000,Studio Alam,3,2,99,72
Cluster Mewah 2 Lantai Tanpa Dp 5 Menit Tol Cimanggis Depok,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,850000000,4000000,5000000,Tapos,3,2,46,80
"Ruamh Siap huni di Sawangan, Depok, Bisa KPR DP 0%",Rumah,DP 0%,Siap Huni,null,850000000,4000000,5000000,Sawangan,2,1,81,45
"Rumah Asri Dan Siap Huni Di Cimanggis , Depok",Rumah,Siap Huni,null,null,850000000,4000000,5000000,Cimanggis,2,1,88,62
Rumah Murah Tanah Luas Dalam Komplek Di Cinangka Sawangan Depok,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,850000000,4000000,5000000,Cinangka,3,2,116,90
Rumah 2 Lantai Siap Huni Di Jl. Radar Auri Cimanggis,Rumah,Siap Huni,null,null,850000000,4000000,5000000,Cimanggis,3,2,108,90
Rumah 1 Lantai Perumnas Pancoran Mas Lokasi Sangat Strategis,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,850000000,4000000,5000000,Pancoran Mas,3,2,110,130
"Murah. Rumah Dijual Dibawah Njop Di Jl. Kalimantan, Cinere",Rumah,Dekat Akses Transportasi,null,null,850000000,4000000,5000000,Cinere,3,2,139,123
Rumah 2lantai Ready Siap Huni Di Dekat Pintutol Krukut Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,850000000,4000000,5000000,Tanah Baru,3,2,41,80
Rumah 2 Lantai Bagus SHM Dekat Pintu Tol Kukusan Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,850000000,4000000,5000000,Tanah Baru,3,2,41,80
"Rumah Sederhana Dalam Cluster, Dekat Tol Krukut, Tidak Banjir",Rumah,Dekat Akses Transportasi,null,null,850000000,4000000,5000000,Cinere,2,1,85,85
"Dijual Rumah Griya Taman Tiga Putra Dekat Tol Limo, Meruyung, Shm",Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi,850000000,4000000,5000000,Limo,3,1,72,58
Rumah Baru Sawangan Bedahan Dalam Komplek Siap Huni,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,850000000,4000000,5000000,Sawangan,3,2,127,95
