userName,score,content,clean_text,processed_text,tokens,tokens_clean,sentiment,sentiment_rating,final_sentiment
Pengguna Google,1,nunggu konfirmasi pesanan lama tidak bisa batalkan order mknan 30 jd 40 ongkir setara mknan,nunggu konfirmasi pesanan lama tidak bisa batalkan order mknan 30 jd 40 ongkir setara mknan,nunggu konfirmasi pesan batal order mknan jd ongkir tara mknan,"['nunggu', 'konfirmasi', 'pesan', 'lama', 'tidak', 'bisa', 'batal', 'order', 'mknan', 'jd', 'ongkir', 'tara', 'mknan']","['nunggu', 'konfirmasi', 'pesan', 'batal', 'order', 'mknan', 'jd', 'ongkir', 'tara', 'mknan']",netral,negatif,negatif
Pengguna Google,5,sangat membantu mempermudah perjalanan,sangat membantu mempermudah perjalanan,bantu mudah jalan,"['sangat', 'bantu', 'mudah', 'jalan']","['bantu', 'mudah', 'jalan']",netral,positif,positif
Pengguna Google,1,"Kondisi Hujan susah nyangkut, padahal yg nentukan tarif dari Apk nya, klo emg maunya tarif mahal ngaoain jadi ojol grab ya","Kondisi Hujan susah nyangkut, padahal yg nentukan tarif dari Apk nya, klo emg maunya tarif mahal ngaoain jadi ojol grab ya",kondisi hujan susah nyangkut yg nentukan tarif apk nya emg tarif mahal ngaoain ojek online grab ya,"['kondisi', 'hujan', 'susah', 'nyangkut', 'padahal', 'yg', 'nentukan', 'tarif', 'dari', 'apk', 'nya', 'kalau', 'emg', 'mau', 'tarif', 'mahal', 'ngaoain', 'jadi', 'ojek', 'online', 'grab', 'ya']","['kondisi', 'hujan', 'susah', 'nyangkut', 'yg', 'nentukan', 'tarif', 'apk', 'nya', 'emg', 'tarif', 'mahal', 'ngaoain', 'ojek', 'online', 'grab', 'ya']",negatif,negatif,negatif
Pengguna Google,5,pelayanan bagus ga ribet,pelayanan bagus ga ribet,layan bagus ribet,"['layan', 'bagus', 'tidak', 'ribet']","['layan', 'bagus', 'ribet']",netral,positif,positif
Pengguna Google,5,nice,nice,nice,['nice'],['nice'],netral,positif,positif
Pengguna Google,5,alhamdulilah sampe tujuan,alhamdulilah sampe tujuan,alhamdulilah sampe tuju,"['alhamdulilah', 'sampe', 'tuju']","['alhamdulilah', 'sampe', 'tuju']",netral,positif,positif
Pengguna Google,1,Lu semua bangsaaat manusia yg GK berfikir orang miskin lu peras ini aplikator grab hanya eksplorasi mitranya ini perbudakan yg sangat tidak ada prikemanusiaannya..GK tau malu kalian semua sama biadabnya kalian semua,Lu semua bangsaaat manusia yg GK berfikir orang miskin lu peras ini aplikator grab hanya eksplorasi mitranya ini perbudakan yg sangat tidak ada prikemanusiaannya..GK tau malu kalian semua sama biadabnya kalian semua,lu bangsaaat manusia yg berfikir orang miskin peras aplikator grab eksplorasi mitra budak yg prikemanusiaannya gk tau malu biadab,"['lu', 'semua', 'bangsaaat', 'manusia', 'yg', 'tidak', 'berfikir', 'orang', 'miskin', 'kamu', 'peras', 'ini', 'aplikator', 'grab', 'hanya', 'eksplorasi', 'mitra', 'ini', 'budak', 'yg', 'sangat', 'tidak', 'ada', 'prikemanusiaannya', 'gk', 'tau', 'malu', 'kalian', 'semua', 'sama', 'biadab', 'kalian', 'semua']","['lu', 'bangsaaat', 'manusia', 'yg', 'berfikir', 'orang', 'miskin', 'peras', 'aplikator', 'grab', 'eksplorasi', 'mitra', 'budak', 'yg', 'prikemanusiaannya', 'gk', 'tau', 'malu', 'biadab']",netral,negatif,negatif
Pengguna Google,5,keren parah,keren parah,keren parah,"['keren', 'parah']","['keren', 'parah']",netral,positif,positif
Pengguna Google,5,"layanan baik, mobil bersih","layanan baik, mobil bersih",layan mobil bersih,"['layan', 'baik', 'mobil', 'bersih']","['layan', 'mobil', 'bersih']",positif,positif,positif
Pengguna Google,1,selektif dong klo pilih mitra.. jgn bermitra sama org bodoh yg playing victim... tindak tegas mitra yg nakal,selektif dong klo pilih mitra.. jgn bermitra sama org bodoh yg playing victim... tindak tegas mitra yg nakal,selektif pilih mitra jgn mitra orang bodoh yg playing victim tindak mitra yg nakal,"['selektif', 'kalau', 'pilih', 'mitra', 'jgn', 'mitra', 'sama', 'orang', 'bodoh', 'yg', 'playing', 'victim', 'tindak', 'tegas', 'mitra', 'yg', 'nakal']","['selektif', 'pilih', 'mitra', 'jgn', 'mitra', 'orang', 'bodoh', 'yg', 'playing', 'victim', 'tindak', 'mitra', 'yg', 'nakal']",netral,negatif,negatif
Pengguna Google,1,"kurang ajar , gabisa batalin pesanan grabfood","kurang ajar , gabisa batalin pesanan grabfood",ajar gabisa batalin pesan grabfood,"['kurang', 'ajar', 'gabisa', 'batalin', 'pesan', 'grabfood']","['ajar', 'gabisa', 'batalin', 'pesan', 'grabfood']",netral,negatif,negatif
Pengguna Google,1,server eror mlu,server eror mlu,server eror mlu,"['server', 'eror', 'mlu']","['server', 'eror', 'mlu']",netral,negatif,negatif
Pengguna Google,2,"saya udah bayar paylatter tapi kok, gak bisa di gunain lagi, tolong di perbaikin dong, dan saya bayar gak pernah telat, biasanya pas bayar saldonya balik lagi ke paylatter, ini gak ada","saya udah bayar paylatter tapi kok, gak bisa di gunain lagi, tolong di perbaikin dong, dan saya bayar gak pernah telat, biasanya pas bayar saldonya balik lagi ke paylatter, ini gak ada",udah bayar paylatter gunain tolong perbaikin bayar telat pas bayar saldo paylatter,"['saya', 'udah', 'bayar', 'paylatter', 'tapi', 'kok', 'tidak', 'bisa', 'di', 'gunain', 'lagi', 'tolong', 'di', 'perbaikin', 'dong', 'dan', 'saya', 'bayar', 'tidak', 'pernah', 'telat', 'biasa', 'pas', 'bayar', 'saldo', 'balik', 'lagi', 'ke', 'paylatter', 'ini', 'tidak', 'ada']","['udah', 'bayar', 'paylatter', 'gunain', 'tolong', 'perbaikin', 'bayar', 'telat', 'pas', 'bayar', 'saldo', 'paylatter']",netral,negatif,negatif
Pengguna Google,5,sangat membantu dlm perjalanan.,sangat membantu dlm perjalanan.,bantu jalan,"['sangat', 'bantu', 'dalam', 'jalan']","['bantu', 'jalan']",netral,positif,positif
Pengguna Google,5,semua baik,semua baik,,"['semua', 'baik']",[],positif,positif,positif
Pengguna Google,5,pelayanan mantap,pelayanan mantap,layan mantap,"['layan', 'mantap']","['layan', 'mantap']",positif,positif,positif
Pengguna Google,5,terimakasih tuk perjalanan yg nyaman dan aman,terimakasih tuk perjalanan yg nyaman dan aman,terimakasih tuk jalan yg nyaman aman,"['terimakasih', 'tuk', 'jalan', 'yg', 'nyaman', 'dan', 'aman']","['terimakasih', 'tuk', 'jalan', 'yg', 'nyaman', 'aman']",positif,positif,positif
Pengguna Google,1,aplikasi jelek,aplikasi jelek,aplikasi jelek,"['aplikasi', 'jelek']","['aplikasi', 'jelek']",negatif,negatif,negatif
Pengguna Google,1,"susah bgt pesan makanan gabisa TF Dari bank, pakai kartu juga gabisa.","susah bgt pesan makanan gabisa TF Dari bank, pakai kartu juga gabisa.",susah pesan makan gabisa tf bank pakai kartu gabisa,"['susah', 'sekali', 'pesan', 'makan', 'gabisa', 'tf', 'dari', 'bank', 'pakai', 'kartu', 'juga', 'gabisa']","['susah', 'pesan', 'makan', 'gabisa', 'tf', 'bank', 'pakai', 'kartu', 'gabisa']",negatif,negatif,negatif
Pengguna Google,1,tidak berguna,tidak berguna,,"['tidak', 'guna']",[],netral,negatif,negatif
Pengguna Google,5,berguna,berguna,,['guna'],[],netral,positif,positif
Pengguna Google,5,ramah,ramah,ramah,['ramah'],['ramah'],positif,positif,positif
Pengguna Google,5,selalu menyediakan layanan terbaik,selalu menyediakan layanan terbaik,sedia layan,"['selalu', 'sedia', 'layan', 'baik']","['sedia', 'layan']",positif,positif,positif
Pengguna Google,5,memudahkan kalo mau kemana mana,memudahkan kalo mau kemana mana,mudah,"['mudah', 'kalau', 'mau', 'mana', 'mana']",['mudah'],netral,positif,positif
Pengguna Google,5,sangat bagus.,sangat bagus.,bagus,"['sangat', 'bagus']",['bagus'],netral,positif,positif
Pengguna Google,5,"saya sangat nyaman dengan aplikasi grab ,dengan pelayanan yg ramah dan juga driver nya sangat ramah ,pertahan kan trus aplk grabe","saya sangat nyaman dengan aplikasi grab ,dengan pelayanan yg ramah dan juga driver nya sangat ramah ,pertahan kan trus aplk grabe",nyaman app grab layan yg ramah kemudi ramah tahan aplk grabe,"['saya', 'sangat', 'nyaman', 'dengan', 'app', 'grab', 'dengan', 'layan', 'yg', 'ramah', 'dan', 'juga', 'kemudi', 'sangat', 'ramah', 'tahan', 'terus', 'aplk', 'grabe']","['nyaman', 'app', 'grab', 'layan', 'yg', 'ramah', 'kemudi', 'ramah', 'tahan', 'aplk', 'grabe']",positif,positif,positif
Pengguna Google,5,terbaik dari kompetitor lain.,terbaik dari kompetitor lain.,kompetitor,"['baik', 'dari', 'kompetitor', 'lain']",['kompetitor'],positif,positif,positif
Pengguna Google,5,Mantab,Mantab,mantab,['mantab'],['mantab'],netral,positif,positif
Pengguna Google,1,"sangat tdk jelas, pembayaran selalu lancar tiba2 paylaternya dibuat hanya Rp1 tanpa pemberitahuan alasan nya","sangat tdk jelas, pembayaran selalu lancar tiba2 paylaternya dibuat hanya Rp1 tanpa pemberitahuan alasan nya",bayar lancar paylaternya pemberitahuan alas nya,"['sangat', 'tidak', 'jelas', 'bayar', 'selalu', 'lancar', 'paylaternya', 'buat', 'hanya', 'tanpa', 'pemberitahuan', 'alas', 'nya']","['bayar', 'lancar', 'paylaternya', 'pemberitahuan', 'alas', 'nya']",netral,negatif,negatif
Pengguna Google,5,Alhamdulillah berkah cepat,Alhamdulillah berkah cepat,alhamdulillah berkah cepat,"['alhamdulillah', 'berkah', 'cepat']","['alhamdulillah', 'berkah', 'cepat']",positif,positif,positif
Pengguna Google,1,dipesan trus dibatalkan sama driver. asu tenen,dipesan trus dibatalkan sama driver. asu tenen,pes batal driver asu tenen,"['pes', 'terus', 'batal', 'sama', 'driver', 'asu', 'tenen']","['pes', 'batal', 'driver', 'asu', 'tenen']",netral,negatif,negatif
Pengguna Google,1,"saya pesen grabfood, terus salah pencet eh ga bisa dibatalin, harusnya ada fitur batalkan pesanan dengan mudah","saya pesen grabfood, terus salah pencet eh ga bisa dibatalin, harusnya ada fitur batalkan pesanan dengan mudah",sen grabfood salah pencet eh dibatalin fitur batal pesan mudah,"['saya', 'sen', 'grabfood', 'terus', 'salah', 'pencet', 'eh', 'tidak', 'bisa', 'dibatalin', 'harus', 'ada', 'fitur', 'batal', 'pesan', 'dengan', 'mudah']","['sen', 'grabfood', 'salah', 'pencet', 'eh', 'dibatalin', 'fitur', 'batal', 'pesan', 'mudah']",positif,negatif,negatif
Pengguna Google,4,terbaik,terbaik,,['baik'],[],positif,positif,positif
Pengguna Google,1,tolong dong driver ya di bimbing banyak pake knalpot brong saya sebagai penumpang merasa terganggu,tolong dong driver ya di bimbing banyak pake knalpot brong saya sebagai penumpang merasa terganggu,tolong kemudi ya bimbing pakai knalpot brong tumpang ganggu,"['tolong', 'kemudi', 'ya', 'di', 'bimbing', 'banyak', 'pakai', 'knalpot', 'brong', 'saya', 'bagai', 'tumpang', 'rasa', 'ganggu']","['tolong', 'kemudi', 'ya', 'bimbing', 'pakai', 'knalpot', 'brong', 'tumpang', 'ganggu']",netral,negatif,negatif
Pengguna Google,5,mantabs,mantabs,mantabs,['mantabs'],['mantabs'],netral,positif,positif
Pengguna Google,5,sudut pandang kadang mengadakan demo juga di salah gunakan,sudut pandang kadang mengadakan demo juga di salah gunakan,sudut pandang kadang demo salah,"['sudut', 'pandang', 'kadang', 'ada', 'demo', 'juga', 'di', 'salah', 'guna']","['sudut', 'pandang', 'kadang', 'demo', 'salah']",netral,positif,positif
Pengguna Google,5,bgus,bgus,bgus,['bgus'],['bgus'],netral,positif,positif
Pengguna Google,5,memudahkn sglnya,memudahkn sglnya,memudahkn sglnya,"['memudahkn', 'sglnya']","['memudahkn', 'sglnya']",netral,positif,positif
Pengguna Google,5,layan apapun cepat aman,layan apapun cepat aman,layan cepat aman,"['layan', 'apa', 'cepat', 'aman']","['layan', 'cepat', 'aman']",positif,positif,positif
Pengguna Google,5,"limit saya kenapa jadi berkurang awalnya 3juta trus turun jadi 300ratus setelah itu jadi 1 perak , saya kan selalu bayar tepat waktu.. bahkan belom jatoh temponya sudah bayar","limit saya kenapa jadi berkurang awalnya 3juta trus turun jadi 300ratus setelah itu jadi 1 perak , saya kan selalu bayar tepat waktu.. bahkan belom jatoh temponya sudah bayar",limit turun perak bayar bom jatoh tempo bayar,"['limit', 'saya', 'kenapa', 'jadi', 'kurang', 'awal', 'terus', 'turun', 'jadi', 'telah', 'itu', 'jadi', 'perak', 'saya', 'selalu', 'bayar', 'tepat', 'waktu', 'bahkan', 'bom', 'jatoh', 'tempo', 'sudah', 'bayar']","['limit', 'turun', 'perak', 'bayar', 'bom', 'jatoh', 'tempo', 'bayar']",negatif,positif,positif
Pengguna Google,3,"saya mau pesan makanan di Grabfood kenapa layarnya jadi ngebleng putih gitu yahh, gak langsung ke buka menu restorannya ... tolong kasih solusi padahal aplikasi Grab udah saya instal ulang masih sama","saya mau pesan makanan di Grabfood kenapa layarnya jadi ngebleng putih gitu yahh, gak langsung ke buka menu restorannya ... tolong kasih solusi padahal aplikasi Grab udah saya instal ulang masih sama",pesan makan grabfood layar ngebleng putih gitu yahh langsung buka menu restoran tolong kasih solusi app grab udah instal ulang,"['saya', 'mau', 'pesan', 'makan', 'di', 'grabfood', 'kenapa', 'layar', 'jadi', 'ngebleng', 'putih', 'gitu', 'yahh', 'tidak', 'langsung', 'ke', 'buka', 'menu', 'restoran', 'tolong', 'kasih', 'solusi', 'padahal', 'app', 'grab', 'udah', 'saya', 'instal', 'ulang', 'masih', 'sama']","['pesan', 'makan', 'grabfood', 'layar', 'ngebleng', 'putih', 'gitu', 'yahh', 'langsung', 'buka', 'menu', 'restoran', 'tolong', 'kasih', 'solusi', 'app', 'grab', 'udah', 'instal', 'ulang']",netral,netral,netral
Pengguna Google,5,"Alhamdulillah aplikasi misah digunakan dan respon supir baik, kendaraan nyaman.","Alhamdulillah aplikasi misah digunakan dan respon supir baik, kendaraan nyaman.",alhamdulillah app misah respon supir kendara nyaman,"['alhamdulillah', 'app', 'misah', 'guna', 'dan', 'respon', 'supir', 'baik', 'kendara', 'nyaman']","['alhamdulillah', 'app', 'misah', 'respon', 'supir', 'kendara', 'nyaman']",netral,positif,positif
Pengguna Google,5,siiip,siiip,siiip,['siiip'],['siiip'],netral,positif,positif
Pengguna Google,4,sangat membantu,sangat membantu,bantu,"['sangat', 'bantu']",['bantu'],netral,positif,positif
Pengguna Google,2,pesanan selalu lama dari waktu estimasi,pesanan selalu lama dari waktu estimasi,pesan estimasi,"['pesan', 'selalu', 'lama', 'dari', 'waktu', 'estimasi']","['pesan', 'estimasi']",netral,negatif,negatif
Pengguna Google,5,mantapp..kurir nya ramah dan pesanan cepat smpai sehat sllu pak kurir,mantapp..kurir nya ramah dan pesanan cepat smpai sehat sllu pak kurir,mantapp kurir ramah pesan cepat smpai sehat sllu kurir,"['mantapp', 'kurir', 'ramah', 'dan', 'pesan', 'cepat', 'smpai', 'sehat', 'sllu', 'pak', 'kurir']","['mantapp', 'kurir', 'ramah', 'pesan', 'cepat', 'smpai', 'sehat', 'sllu', 'kurir']",positif,positif,positif
Pengguna Google,5,"thanks you,","thanks you,",thanks you,"['thanks', 'you']","['thanks', 'you']",netral,positif,positif
Pengguna Google,5,ok ok ok,ok ok ok,ok oke ok,"['ok', 'oke', 'ok']","['ok', 'oke', 'ok']",netral,positif,positif
Pengguna Google,5,pesanan tepat waktu,pesanan tepat waktu,pesan,"['pesan', 'tepat', 'waktu']",['pesan'],netral,positif,positif
Pengguna Google,1,grabcar selalu cancel saat urgent ke RS padahal udah beberapa meter lagi malah minta cancel ataupun minta dicancel.. keterlaluan bgt driver grabcar kbanyakan juga bawa mobil asal asalan aja,grabcar selalu cancel saat urgent ke RS padahal udah beberapa meter lagi malah minta cancel ataupun minta dicancel.. keterlaluan bgt driver grabcar kbanyakan juga bawa mobil asal asalan aja,grabcar cancel urgent rs udah meter cancel dicancel kemudi grabcar kbanyakan bawa mobil aja,"['grabcar', 'selalu', 'cancel', 'saat', 'urgent', 'ke', 'rs', 'padahal', 'udah', 'beberapa', 'meter', 'lagi', 'malah', 'minta', 'cancel', 'atau', 'minta', 'dicancel', 'terlalu', 'sekali', 'kemudi', 'grabcar', 'kbanyakan', 'juga', 'bawa', 'mobil', 'asal', 'asal', 'aja']","['grabcar', 'cancel', 'urgent', 'rs', 'udah', 'meter', 'cancel', 'dicancel', 'kemudi', 'grabcar', 'kbanyakan', 'bawa', 'mobil', 'aja']",netral,negatif,negatif
Pengguna Google,5,terpecaya,terpecaya,terpecaya,['terpecaya'],['terpecaya'],netral,positif,positif
Pengguna Google,5,makanan nya enak.. Good jomb mantapp harganya juga murah,makanan nya enak.. Good jomb mantapp harganya juga murah,makan enak good jomb mantapp harga murah,"['makan', 'enak', 'good', 'jomb', 'mantapp', 'harga', 'juga', 'murah']","['makan', 'enak', 'good', 'jomb', 'mantapp', 'harga', 'murah']",positif,positif,positif
Pengguna Google,5,memudahkan perjalanan,memudahkan perjalanan,mudah jalan,"['mudah', 'jalan']","['mudah', 'jalan']",netral,positif,positif
Pengguna Google,5,"bagus banget amanah,banyakin promonya ya","bagus banget amanah,banyakin promonya ya",bagus amanah banyakin promonya ya,"['bagus', 'sekali', 'amanah', 'banyakin', 'promonya', 'ya']","['bagus', 'amanah', 'banyakin', 'promonya', 'ya']",positif,positif,positif
Pengguna Google,5,muantapp,muantapp,muantapp,['muantapp'],['muantapp'],netral,positif,positif
Pengguna Google,5,sangat bagus,sangat bagus,bagus,"['sangat', 'bagus']",['bagus'],positif,positif,positif
Pengguna Google,5,orang baik,orang baik,orang,"['orang', 'baik']",['orang'],positif,positif,positif
Pengguna Google,5,layanan sigap ...mantulll,layanan sigap ...mantulll,layan sigap mantulll,"['layan', 'sigap', 'mantulll']","['layan', 'sigap', 'mantulll']",netral,positif,positif
Pengguna Google,1,jgn beli makan disini yg ada mlh lama makanan udah gak fres Krn lambannya pengiriman,jgn beli makan disini yg ada mlh lama makanan udah gak fres Krn lambannya pengiriman,jgn beli makan yg mlh makan udah fres lamban kirim,"['jgn', 'beli', 'makan', 'sini', 'yg', 'ada', 'mlh', 'lama', 'makan', 'udah', 'tidak', 'fres', 'karena', 'lamban', 'kirim']","['jgn', 'beli', 'makan', 'yg', 'mlh', 'makan', 'udah', 'fres', 'lamban', 'kirim']",netral,negatif,negatif
Pengguna Google,5,mudah diakses bagus,mudah diakses bagus,mudah akses bagus,"['mudah', 'akses', 'bagus']","['mudah', 'akses', 'bagus']",positif,positif,positif
Pengguna Google,1,"iklan nyaaaaaaa... tolongggggggggggggg, setiap main game selalu nemu iklan ini, dan tombol x nya ga bisa di pencetttttttt, gregettttttttt anj","iklan nyaaaaaaa... tolongggggggggggggg, setiap main game selalu nemu iklan ini, dan tombol x nya ga bisa di pencetttttttt, gregettttttttt anj",iklan nyaaaaaaa tolongggggggggggggg main game nemu iklan tombol pencetttttttt gregettttttttt anj,"['iklan', 'nyaaaaaaa', 'tolongggggggggggggg', 'tiap', 'main', 'game', 'selalu', 'nemu', 'iklan', 'ini', 'dan', 'tombol', 'tidak', 'tidak', 'bisa', 'di', 'pencetttttttt', 'gregettttttttt', 'anj']","['iklan', 'nyaaaaaaa', 'tolongggggggggggggg', 'main', 'game', 'nemu', 'iklan', 'tombol', 'pencetttttttt', 'gregettttttttt', 'anj']",netral,negatif,negatif
Pengguna Google,5,sangat membantu dalam segala keperluan,sangat membantu dalam segala keperluan,bantu,"['sangat', 'bantu', 'dalam', 'segala', 'perlu']",['bantu'],netral,positif,positif
Pengguna Google,1,"ngak usah deh ada kerjasama sama indomaret tentang pengantaran, kalau karyawan kalian sendiri ngak mau ngantar, saya pesan pengantaran grab express sejam harus sudah sampai ini malah telat sekali lebih dari 3 jam.","ngak usah deh ada kerjasama sama indomaret tentang pengantaran, kalau karyawan kalian sendiri ngak mau ngantar, saya pesan pengantaran grab express sejam harus sudah sampai ini malah telat sekali lebih dari 3 jam.",ngak kerjasama indomaret karyawan ngantar pesan grab express jam telat jam,"['ngak', 'usah', 'ada', 'kerjasama', 'sama', 'indomaret', 'tentang', 'antar', 'kalau', 'karyawan', 'kalian', 'sendiri', 'tidak', 'mau', 'ngantar', 'saya', 'pesan', 'antar', 'grab', 'express', 'jam', 'harus', 'sudah', 'sampai', 'ini', 'malah', 'telat', 'sekali', 'lebih', 'dari', 'jam']","['ngak', 'kerjasama', 'indomaret', 'karyawan', 'ngantar', 'pesan', 'grab', 'express', 'jam', 'telat', 'jam']",netral,negatif,negatif
Pengguna Google,1,di undur terus waktunya sampai gk aku jadiin belinya☹️,di undur terus waktunya sampai gk aku jadiin belinya☹️,undur jadiin,"['di', 'undur', 'terus', 'waktu', 'sampai', 'tidak', 'saya', 'jadiin']","['undur', 'jadiin']",netral,negatif,negatif
Pengguna Google,5,👍,👍,,[],[],netral,positif,positif
Pengguna Google,5,Memudahkan,Memudahkan,mudah,['mudah'],['mudah'],netral,positif,positif
Pengguna Google,5,perjlnan cpt dan nyaman tepat waktu,perjlnan cpt dan nyaman tepat waktu,perjlnan cpt nyaman,"['perjlnan', 'cpt', 'dan', 'nyaman', 'tepat', 'waktu']","['perjlnan', 'cpt', 'nyaman']",positif,positif,positif
Pengguna Google,1,"ini kenapa grab saya jadi loading lemot parah dan ovo paylater saya juga ngga bisa dibayar karna loading terus, pas mau bayar gabisa terkoneksi antara grab ke ovonya. gimana ini? limit saya dari 6 jt juga turun ke 3jt. dari kemarin begini terus. siapa yang mau tanggung jawab kalau begini terus kondisinya sampai tanggal 30 saya bakal kena bunga 0.2persen per hari. tolong diperbaiki segera","ini kenapa grab saya jadi loading lemot parah dan ovo paylater saya juga ngga bisa dibayar karna loading terus, pas mau bayar gabisa terkoneksi antara grab ke ovonya. gimana ini? limit saya dari 6 jt juga turun ke 3jt. dari kemarin begini terus. siapa yang mau tanggung jawab kalau begini terus kondisinya sampai tanggal 30 saya bakal kena bunga 0.2persen per hari. tolong diperbaiki segera",grab loading lot parah ovo paylater bayar karna loading pas bayar gabisa koneksi grab ovonya gimana limit jt turun kemarin tanggung kondisi tanggal kena bunga tolong,"['ini', 'kenapa', 'grab', 'saya', 'jadi', 'loading', 'lot', 'parah', 'dan', 'ovo', 'paylater', 'saya', 'juga', 'tidak', 'bisa', 'bayar', 'karna', 'loading', 'terus', 'pas', 'mau', 'bayar', 'gabisa', 'koneksi', 'antara', 'grab', 'ke', 'ovonya', 'gimana', 'ini', 'limit', 'saya', 'dari', 'jt', 'juga', 'turun', 'ke', 'dari', 'kemarin', 'begini', 'terus', 'siapa', 'yang', 'mau', 'tanggung', 'jawab', 'kalau', 'begini', 'terus', 'kondisi', 'sampai', 'tanggal', 'saya', 'bakal', 'kena', 'bunga', 'per', 'hari', 'tolong', 'baik', 'segera']","['grab', 'loading', 'lot', 'parah', 'ovo', 'paylater', 'bayar', 'karna', 'loading', 'pas', 'bayar', 'gabisa', 'koneksi', 'grab', 'ovonya', 'gimana', 'limit', 'jt', 'turun', 'kemarin', 'tanggung', 'kondisi', 'tanggal', 'kena', 'bunga', 'tolong']",negatif,negatif,negatif
Pengguna Google,1,ni aplikasi ngelag banget co buang buang waktu kalo nunggu yang ada gua kesiangan ke tempat kerja,ni aplikasi ngelag banget co buang buang waktu kalo nunggu yang ada gua kesiangan ke tempat kerja,ni app lag co buang buang nunggu siang kerja,"['ni', 'app', 'lag', 'sekali', 'co', 'buang', 'buang', 'waktu', 'kalau', 'nunggu', 'yang', 'ada', 'saya', 'siang', 'ke', 'tempat', 'kerja']","['ni', 'app', 'lag', 'co', 'buang', 'buang', 'nunggu', 'siang', 'kerja']",negatif,negatif,negatif
Pengguna Google,5,trimakasih,trimakasih,trimakasih,['trimakasih'],['trimakasih'],netral,positif,positif
Pengguna Google,5,kenapa limit paylater saya hilang? tolong kembali kan limit saya lagi.,kenapa limit paylater saya hilang? tolong kembali kan limit saya lagi.,limit paylater hilang tolong limit,"['kenapa', 'limit', 'paylater', 'saya', 'hilang', 'tolong', 'kembali', 'limit', 'saya', 'lagi']","['limit', 'paylater', 'hilang', 'tolong', 'limit']",netral,positif,positif
Pengguna Google,1,so bad,so bad,so bad,"['so', 'bad']","['so', 'bad']",netral,negatif,negatif
Pengguna Google,1,"Aku sering kali ngalami ini, pesanan dibatalkan, baik itu perjalanan maupun makanan tapi karena pembayaran menggunakan Kartu Debit, jadi saldo saya terpotong otomatis dan ketika pesanan saya batal, saldo saya tidak pernah dibalikin dan itu sudah terjadi beberapa kali, aplikasi yang sangat merugikan","Aku sering kali ngalami ini, pesanan dibatalkan, baik itu perjalanan maupun makanan tapi karena pembayaran menggunakan Kartu Debit, jadi saldo saya terpotong otomatis dan ketika pesanan saya batal, saldo saya tidak pernah dibalikin dan itu sudah terjadi beberapa kali, aplikasi yang sangat merugikan",kali ngalami pesan batal jalan makan bayar kartu debit saldo potong otomatis pesan batal saldo dibalikin kali app rugi,"['aku', 'sering', 'kali', 'ngalami', 'ini', 'pesan', 'batal', 'baik', 'itu', 'jalan', 'maupun', 'makan', 'tapi', 'karena', 'bayar', 'guna', 'kartu', 'debit', 'jadi', 'saldo', 'saya', 'potong', 'otomatis', 'dan', 'ketika', 'pesan', 'saya', 'batal', 'saldo', 'saya', 'tidak', 'pernah', 'dibalikin', 'dan', 'itu', 'sudah', 'jadi', 'beberapa', 'kali', 'app', 'yang', 'sangat', 'rugi']","['kali', 'ngalami', 'pesan', 'batal', 'jalan', 'makan', 'bayar', 'kartu', 'debit', 'saldo', 'potong', 'otomatis', 'pesan', 'batal', 'saldo', 'dibalikin', 'kali', 'app', 'rugi']",positif,negatif,negatif
Pengguna Google,2,Kaget dengan tarif yg 2x dri harga biasa... Pdhl deket. Kapok langsung hapus apk ini beralih pake transport online yg stabil tdk kadang murah kadang mahal,Kaget dengan tarif yg 2x dri harga biasa... Pdhl deket. Kapok langsung hapus apk ini beralih pake transport online yg stabil tdk kadang murah kadang mahal,kaget tarif yg harga pdhl deket kapok langsung hapus apk alih pakai transport online yg stabil kadang murah kadang mahal,"['kaget', 'dengan', 'tarif', 'yg', 'dari', 'harga', 'biasa', 'pdhl', 'deket', 'kapok', 'langsung', 'hapus', 'apk', 'ini', 'alih', 'pakai', 'transport', 'online', 'yg', 'stabil', 'tidak', 'kadang', 'murah', 'kadang', 'mahal']","['kaget', 'tarif', 'yg', 'harga', 'pdhl', 'deket', 'kapok', 'langsung', 'hapus', 'apk', 'alih', 'pakai', 'transport', 'online', 'yg', 'stabil', 'kadang', 'murah', 'kadang', 'mahal']",netral,negatif,negatif
Pengguna Google,5,semoga tetap humanis dlm melayani pelanggan ..,semoga tetap humanis dlm melayani pelanggan ..,moga humanis layan langgan,"['moga', 'tetap', 'humanis', 'dalam', 'layan', 'langgan']","['moga', 'humanis', 'layan', 'langgan']",netral,positif,positif
Pengguna Google,2,"harganya ko suka naik tiba tiba, kurang stabil. semakin sering menggunakan tapi jarang banget dapat diskon.","harganya ko suka naik tiba tiba, kurang stabil. semakin sering menggunakan tapi jarang banget dapat diskon.",harga suka stabil jarang diskon,"['harga', 'kok', 'suka', 'naik', 'tiba', 'tiba', 'kurang', 'stabil', 'makin', 'sering', 'guna', 'tapi', 'jarang', 'sekali', 'dapat', 'diskon']","['harga', 'suka', 'stabil', 'jarang', 'diskon']",positif,negatif,negatif
Pengguna Google,5,Best,Best,best,['best'],['best'],netral,positif,positif
Pengguna Google,5,bagus pertahankan,bagus pertahankan,bagus tahan,"['bagus', 'tahan']","['bagus', 'tahan']",positif,positif,positif
