userName,score,content,clean_text,processed_text,tokens,sentiment,sentiment_rating,final_sentiment
Pengguna Google,2,Kaget dengan tarif yg 2x dri harga biasa... Pdhl deket. Kapok langsung hapus apk ini beralih pake transport online yg stabil tdk kadang murah kadang mahal,Kaget dengan tarif yang 2x dri harga biasa... Pdhl deket. Kapok langsung hapus apk ini beralih pake transport online yang stabil tidak kadang murah kadang mahal,kaget tarif yg dri harga pdhl deket kapok langsung hapus apk alih pake transport online yg stabil tdk kadang murah kadang mahal,"['kaget', 'tarif', 'yg', 'dri', 'harga', 'pdhl', 'deket', 'kapok', 'langsung', 'hapus', 'apk', 'alih', 'pake', 'transport', 'online', 'yg', 'stabil', 'tdk', 'kadang', 'murah', 'kadang', 'mahal']",netral,negatif,negatif
Pengguna Google,5,semoga tetap humanis dlm melayani pelanggan ..,semoga tetap humanis dalam melayani pelanggan ..,moga humanis dlm layan langgan,"['moga', 'humanis', 'dlm', 'layan', 'langgan']",netral,positif,positif
Pengguna Google,2,"harganya ko suka naik tiba tiba, kurang stabil. semakin sering menggunakan tapi jarang banget dapat diskon.","harganya ko suka naik tiba tiba, kurang stabil. semakin sering menggunakan tapi jarang sekali dapat diskon.",harga ko suka stabil jarang banget diskon,"['harga', 'ko', 'suka', 'stabil', 'jarang', 'banget', 'diskon']",positif,negatif,negatif
Pengguna Google,5,Best,Best,best,['best'],netral,positif,positif
Pengguna Google,5,bagus pertahankan,bagus pertahankan,bagus tahan,"['bagus', 'tahan']",positif,positif,positif
Pengguna Google,3,"kenapa akhir2 ini nggak ada drivernya, disaat lagi butuh atau buru2? awalnya baik-baik aja sampe akhir2 ini jarang ada pengemudi","kenapa akhir2 ini tidak ada drivernya, disaat lagi butuh atau buru2? awalnya baik-baik aja sampe akhir2 ini jarang ada pengemudi",nggak drivernya saat butuh aja sampe jarang kemudi,"['nggak', 'drivernya', 'saat', 'butuh', 'aja', 'sampe', 'jarang', 'kemudi']",netral,netral,netral
Pengguna Google,5,suka pls sama grab harga nya mumer tpi mines nya cri driver di daerah ku susah bgt :( prnh 10 menit an kurang nungguin g dpt :<,suka pls sama grab harga  mumer tapi mines  cri driver di daerah ku susah sekali :( prnh 10 menit an kurang nungguin g dpt :<,suka pls grab harga nya mumer tpi mes nya cri driver daerah ku susah bgt prnh menit an nungguin g dpt,"['suka', 'pls', 'grab', 'harga', 'nya', 'mumer', 'tpi', 'mes', 'nya', 'cri', 'driver', 'daerah', 'ku', 'susah', 'bgt', 'prnh', 'menit', 'an', 'nungguin', 'g', 'dpt']",netral,positif,positif
Pengguna Google,1,cari grabnya suka lama kalau dapet pasti dibatalin sama pengemudinya alasannya maaf dek terlalu jauh,cari grabnya suka lama kalau dapet pasti dibatalin sama pengemudinya alasannya maaf dek terlalu jauh,cari grabnya suka dapet dibatalin mud alas maaf dek,"['cari', 'grabnya', 'suka', 'dapet', 'dibatalin', 'mud', 'alas', 'maaf', 'dek']",positif,negatif,negatif
Pengguna Google,4,bagus,bagus,bagus,['bagus'],positif,positif,positif
Pengguna Google,1,sangat susah milih antara grab car dan bike pilih car kembali ke bike..tujuan car hanya 3 kenapa..?,sangat susah milih antara grab car dan bike pilih car kembali ke bike..tujuan car hanya 3 kenapa..?,susah milih grab car bike pilih car bike tuju car,"['susah', 'milih', 'grab', 'car', 'bike', 'pilih', 'car', 'bike', 'tuju', 'car']",negatif,negatif,negatif
Pengguna Google,1,GK jelasaaas mengganti pembayaran semau y!!!,GK jelasaaas mengganti pembayaran semau y!!!,gk jelasaaas ganti bayar mau y,"['gk', 'jelasaaas', 'ganti', 'bayar', 'mau', 'y']",netral,negatif,negatif
Pengguna Google,5,terbaik,terbaik,baik,['baik'],positif,positif,positif
Pengguna Google,5,Aplikasi nya mudah dan cepat,Aplikasi  mudah dan cepat,aplikasi nya mudah cepat,"['aplikasi', 'nya', 'mudah', 'cepat']",positif,positif,positif
Pengguna Google,5,Sangat baik,Sangat baik,,[],positif,positif,positif
Pengguna Google,5,Gama jaya selalu,Gama jaya selalu,gama jaya,"['gama', 'jaya']",netral,positif,positif
Pengguna Google,5,kurir nya baik dan ramah,kurir  baik dan ramah,kurir nya ramah,"['kurir', 'nya', 'ramah']",positif,positif,positif
Pengguna Google,4,baguss,baguss,baguss,['baguss'],positif,positif,positif
Pengguna Google,5,Alhamdulillah selamat grebnya ramah ga ngebut,Alhamdulillah selamat grebnya ramah tidak ngebut,alhamdulillah selamat grebnya ramah ga ngebut,"['alhamdulillah', 'selamat', 'grebnya', 'ramah', 'ga', 'ngebut']",positif,positif,positif
Pengguna Google,1,grab aplikasi nassundalang,grab aplikasi nassundalang,grab aplikasi nassundalang,"['grab', 'aplikasi', 'nassundalang']",netral,negatif,negatif
Pengguna Google,5,Good,Good,good,['good'],netral,positif,positif
Pengguna Google,4,nice,nice,nice,['nice'],netral,positif,positif
Pengguna Google,1,"aplikasi aneh, selalu bayar tepat waktu dan gak pernah nunggak ,bahkan sering transaksi tapi limit ovo paylater nya dari 6jt jd 2,5jt ehh skrng malah jadi 0 rupiah, aneh memang aplikasi satu ini, udah mulai mau bangkrut apa yah, makin lama makin bnyak alesan nya","aplikasi aneh, selalu bayar tepat waktu dan tidak pernah nunggak ,bahkan sering transaksi tapi limit ovo paylater  dari 6jt jd 2,5jt ehh skrng malah jadi 0 rupiah, aneh memang aplikasi satu ini, udah mulai mau bangkrut apa yah, makin lama makin bnyak alesan ",aplikasi aneh bayar gak nunggak transaksi limit ovo paylater nya jd ehh skrng rupiah aneh aplikasi udah bangkrut yah bnyak alesan nya,"['aplikasi', 'aneh', 'bayar', 'gak', 'nunggak', 'transaksi', 'limit', 'ovo', 'paylater', 'nya', 'jd', 'ehh', 'skrng', 'rupiah', 'aneh', 'aplikasi', 'udah', 'bangkrut', 'yah', 'bnyak', 'alesan', 'nya']",negatif,negatif,negatif
Pengguna Google,5,mantaf,mantap,mantaf,['mantaf'],positif,positif,positif
Pengguna Google,2,why can't install grab in my tablet s10 lite?,why can't install grab in my tablet s10 lite?,why ca install grab in my tablet lite,"['why', 'ca', 'install', 'grab', 'in', 'my', 'tablet', 'lite']",netral,negatif,negatif
Pengguna Google,5,Bagus bet sih,Bagus bet sih,bagus bet sih,"['bagus', 'bet', 'sih']",netral,positif,positif
Pengguna Google,1,apalah masa gua mesen grabfood udah nunggu lama malah di batalin mulu udah 3 kali kontoI,apalah masa saya mesen grabfood udah nunggu lama malah di batalin mulu udah 3 kali kontoI,apa gua mesen grabfood udah nunggu batalin mulu udah kali kontoi,"['apa', 'gua', 'mesen', 'grabfood', 'udah', 'nunggu', 'batalin', 'mulu', 'udah', 'kali', 'kontoi']",netral,negatif,negatif
Pengguna Google,5,"Alhamdulillah, terimakasih grab","Alhamdulillah, terimakasih grab",alhamdulillah terimakasih grab,"['alhamdulillah', 'terimakasih', 'grab']",netral,positif,positif
Pengguna Google,5,kenapa ga bisa di update?😑,kenapa tidak bisa di update?😑,ga update,"['ga', 'update']",netral,positif,positif
Pengguna Google,5,saya puas,saya puas,puas,['puas'],positif,positif,positif
Pengguna Google,5,Oke sipp,Oke sipp,oke sipp,"['oke', 'sipp']",netral,positif,positif
Pengguna Google,5,jajaj,jajaj,jajaj,['jajaj'],netral,positif,positif
Pengguna Google,1,cari drivernya lama sekali dapet drivernya yg males malesan gak mau jemput,cari drivernya lama sekali dapet drivernya yang males malesan tidak mau jemput,cari drivernya dapet drivernya yg males malesan gak jemput,"['cari', 'drivernya', 'dapet', 'drivernya', 'yg', 'males', 'malesan', 'gak', 'jemput']",netral,negatif,negatif
Pengguna Google,5,bagus pelayanan bagus,bagus pelayanan bagus,bagus layan bagus,"['bagus', 'layan', 'bagus']",positif,positif,positif
Pengguna Google,1,"DELIVERY NYA TOXIC, DAN BATALIN SEPIHAK","DELIVERY NYA TOXIC, DAN BATALIN SEPIHAK",delivery nya toxic batalin,"['delivery', 'nya', 'toxic', 'batalin']",netral,negatif,negatif
Pengguna Google,1,"cari driver dari jam 17.42 sqmpai jam 20.19 masih tidak dapat, apa""an ini. di jakarta segitu banyak driver masa gk ada yg mau pick orderan","cari driver dari jam 17.42 sqmpai jam 20.19 masih tidak dapat, apa""an ini. di jakarta segitu banyak driver masa tidak ada yang mau pick orderan",cari driver jam sqmpai jam an jakarta segitu driver gk yg pick order,"['cari', 'driver', 'jam', 'sqmpai', 'jam', 'an', 'jakarta', 'segitu', 'driver', 'gk', 'yg', 'pick', 'order']",netral,negatif,negatif
Pengguna Google,5,baik dan ramah,baik dan ramah,ramah,['ramah'],positif,positif,positif
Pengguna Google,1,"kalo pesan yg standar nunggu lama tidak dpt driver, kalo instan yg deket ternyata banyak","kalau pesan yang standar nunggu lama tidak dpt driver, kalau instan yang deket ternyata banyak",kalo pesan yg standar nunggu dpt driver kalo instan yg deket,"['kalo', 'pesan', 'yg', 'standar', 'nunggu', 'dpt', 'driver', 'kalo', 'instan', 'yg', 'deket']",positif,negatif,negatif
Pengguna Google,1,ovo paylater gk bsa dpkai Rp.1 gila,ovo paylater tidak bisa dpkai Rp.1 gila,ovo paylater gk bsa dpkai gila,"['ovo', 'paylater', 'gk', 'bsa', 'dpkai', 'gila']",netral,negatif,negatif
Pengguna Google,5,keren,keren,keren,['keren'],positif,positif,positif
Pengguna Google,5,apk nih bagus sangat membatu,apk nih bagus sangat membatu,apk nih bagus batu,"['apk', 'nih', 'bagus', 'batu']",positif,positif,positif
Pengguna Google,1,"Grab goblog banget klo lg ujan, pilih grab hemat kgk dpt2, ngetes pilih pake bike standar,, lsg dpt donk. bike hemat 19.500, bike standart 46.000.... anjingggg !!!!","Grab goblog sekali kalau lg ujan, pilih grab hemat kgk dpt2, ngetes pilih pake bike standar,, lsg dpt donk. bike hemat 19.500, bike standart 46.000.... anjingggg !!!!",grab goblog banget klo lg ujan pilih grab hemat kgk ngetes pilih pake bike standar lsg dpt donk bike hemat bike standart anjingggg,"['grab', 'goblog', 'banget', 'klo', 'lg', 'ujan', 'pilih', 'grab', 'hemat', 'kgk', 'ngetes', 'pilih', 'pake', 'bike', 'standar', 'lsg', 'dpt', 'donk', 'bike', 'hemat', 'bike', 'standart', 'anjingggg']",positif,negatif,negatif
Pengguna Google,5,siiippppp,siiippppp,siiippppp,['siiippppp'],netral,positif,positif
Pengguna Google,1,tiap order kalo hujan apa gerimis. selalu ditolak atau lama dapatnya. konyol sekali pelayanan anda. perbaiki itu para drivermu,tiap order kalau hujan apa gerimis. selalu ditolak atau lama dapatnya. konyol sekali pelayanan anda. perbaiki itu para drivermu,order kalo hujan gerimis tolak dapat konyol layan baik drivermu,"['order', 'kalo', 'hujan', 'gerimis', 'tolak', 'dapat', 'konyol', 'layan', 'baik', 'drivermu']",netral,negatif,negatif
Pengguna Google,1,aplikasi tranportasi taekkk💩💩🐀,aplikasi tranportasi taekkk💩💩🐀,aplikasi tranportasi,"['aplikasi', 'tranportasi']",netral,negatif,negatif
Pengguna Google,2,Tambah lama aplikasi ini tambah kikir padahal hujan udah berhenti tapi ga ada satupun yang nyantol,Tambah lama aplikasi ini tambah kikir padahal hujan udah berhenti tapi tidak ada satupun yang nyantol,aplikasi kikir hujan udah henti ga satu nyantol,"['aplikasi', 'kikir', 'hujan', 'udah', 'henti', 'ga', 'satu', 'nyantol']",netral,negatif,negatif
Pengguna Google,5,penting maem...,penting maem...,maem,['maem'],netral,positif,positif
Pengguna Google,5,"apk nya bagus cuman driver nya itu Sombong loh,klo ada harga murah apa promo gtu pasti agak susah tolong di telaah ya.untuk sejauh ini sih aku tetep suka","apk  bagus cuman driver  itu Sombong loh,klo ada harga murah apa promo gtu pasti agak susah tolong di telaah ya.untuk sejauh ini sih saya tetep suka",apk nya bagus cuman driver nya sombong loh klo harga murah promo gtu susah tolong telaah sih tetep suka,"['apk', 'nya', 'bagus', 'cuman', 'driver', 'nya', 'sombong', 'loh', 'klo', 'harga', 'murah', 'promo', 'gtu', 'susah', 'tolong', 'telaah', 'sih', 'tetep', 'suka']",positif,positif,positif
Pengguna Google,5,driver grab oke,driver grab oke,driver grab oke,"['driver', 'grab', 'oke']",netral,positif,positif
Pengguna Google,1,pesan grab car atau grab bike suka ke batal sendiri aneh aplikasinya,pesan grab car atau grab bike suka ke batal sendiri aneh aplikasinya,pesan grab car grab bike suka batal aneh aplikasi,"['pesan', 'grab', 'car', 'grab', 'bike', 'suka', 'batal', 'aneh', 'aplikasi']",netral,negatif,negatif
Pengguna Google,2,"paling males buat ngasih ulasan sgla mcam tp kli ini kykny prlu di kritik. dari sistem apkny si aman"" aj buat aku tp tolong dong cara pemilihan driver nya di betulkan lg atu stidakny tolong di perketat, krna prnh dpt driver yg smbil jualan dagangannya dari situ aj udh gk jls bnget ngedriver smbil jualan mna maksa pula trs brusan dpt driver yg sama dan memilih untuk cancel eh malah marah"" alasannya jauh pdhl di apk cuma 4 menit najiss, trs jg skrng bnyk driver yg udh lansia tolong di seleksi lg","paling males untuk ngasih ulasan sgla mcam tapi kli ini kykny prlu di kritik. dari sistem apkny si aman"" aj untuk saya tapi tolong dong cara pemilihan driver  di betulkan lg atu stidakny tolong di perketat, krna prnh dpt driver yang smbil jualan dagangannya dari situ aj sudah tidak jls bnget ngedriver smbil jualan mna maksa pula terus brusan dpt driver yang sama dan memilih untuk cancel eh malah marah"" alasannya jauh pdhl di apk cuma 4 menit najiss, terus jg skrng bnyk driver yang sudah lansia tolong di seleksi lg",males ngasih ulas sgla mcam tp kli kykny prlu kritik sistem apkny si aman aj tp tolong pilih driver nya betul lg atu stidakny tolong ketat krna prnh dpt driver yg smbil jual dagang situ aj udh gk jls bnget ngedriver smbil jual mna maksa trs brusan dpt driver yg pilih cancel eh marah alas pdhl apk menit najiss trs jg skrng bnyk driver yg udh lansia tolong seleksi lg,"['males', 'ngasih', 'ulas', 'sgla', 'mcam', 'tp', 'kli', 'kykny', 'prlu', 'kritik', 'sistem', 'apkny', 'si', 'aman', 'aj', 'tp', 'tolong', 'pilih', 'driver', 'nya', 'betul', 'lg', 'atu', 'stidakny', 'tolong', 'ketat', 'krna', 'prnh', 'dpt', 'driver', 'yg', 'smbil', 'jual', 'dagang', 'situ', 'aj', 'udh', 'gk', 'jls', 'bnget', 'ngedriver', 'smbil', 'jual', 'mna', 'maksa', 'trs', 'brusan', 'dpt', 'driver', 'yg', 'pilih', 'cancel', 'eh', 'marah', 'alas', 'pdhl', 'apk', 'menit', 'najiss', 'trs', 'jg', 'skrng', 'bnyk', 'driver', 'yg', 'udh', 'lansia', 'tolong', 'seleksi', 'lg']",negatif,negatif,negatif
Pengguna Google,3,alamat ga bisa d perbaharui lagi.saya copy paste alamat di google map alamat titik rumah sy.tp ko ga bisa ya?,alamat tidak bisa d perbaharui lagi.saya copy paste alamat di google map alamat titik rumah sy.tp ko tidak bisa ya?,alamat ga d baharu copy paste alamat google map alamat titik rumah ko ga ya,"['alamat', 'ga', 'd', 'baharu', 'copy', 'paste', 'alamat', 'google', 'map', 'alamat', 'titik', 'rumah', 'ko', 'ga', 'ya']",netral,netral,netral
Pengguna Google,1,"maksudnya apa coba akun ditangguhkan cuma gegara sering ganti akun terus bikin baru padahal udah jelas"" beda no telp sama email juga niatnya juga cuma buat nyari promo malah ditangguhkan padahal gapernah ada masalah orderan lawak banget sistemnya","maksudnya apa coba akun ditangguhkan cuma gegara sering ganti akun terus bikin baru padahal udah jelas"" beda no telp sama email juga niatnya juga cuma untuk nyari promo malah ditangguhkan padahal gapernah ada masalah orderan lawak sekali sistemnya",maksud coba akun tangguh gegara ganti akun bikin udah beda no telp email niat nyari promo tangguh gapernah order lawak banget sistem,"['maksud', 'coba', 'akun', 'tangguh', 'gegara', 'ganti', 'akun', 'bikin', 'udah', 'beda', 'no', 'telp', 'email', 'niat', 'nyari', 'promo', 'tangguh', 'gapernah', 'order', 'lawak', 'banget', 'sistem']",netral,negatif,negatif
Pengguna Google,1,susah x dapat driver sekali dapat malahan asik di cancel,susah x dapat driver sekali dapat malahan asik di cancel,susah x driver asik cancel,"['susah', 'x', 'driver', 'asik', 'cancel']",negatif,negatif,negatif
Pengguna Google,5,sangatt membantuu,sangatt membantuu,sangatt membantuu,"['sangatt', 'membantuu']",netral,positif,positif
Pengguna Google,4,baik sangat,baik sangat,,[],positif,positif,positif
Pengguna Google,5,i love grab,i love grab,i love grab,"['i', 'love', 'grab']",netral,positif,positif
Pengguna Google,1,saya konsumen merasa kasian.sama yang udah berusaha ngutang mobil.untuk grab car.tapi malah argo ga ngotak ga bakal naik grab lagi,saya konsumen merasa kasian.sama yang udah berusaha ngutang mobil.untuk grab car.tapi malah argo tidak ngotak tidak bakal naik grab lagi,konsumen udah usaha ngutang grab argo ga ngotak ga grab,"['konsumen', 'udah', 'usaha', 'ngutang', 'grab', 'argo', 'ga', 'ngotak', 'ga', 'grab']",positif,negatif,negatif
Pengguna Google,5,good performent👍👍👍,good performent👍👍👍,good,['good'],netral,positif,positif
Pengguna Google,5,top sangat membantu,top sangat membantu,top bantu,"['top', 'bantu']",positif,positif,positif
Pengguna Google,5,cepat,cepat,cepat,['cepat'],positif,positif,positif
Pengguna Google,5,keren mkacih,keren mkacih,keren mkacih,"['keren', 'mkacih']",positif,positif,positif
Pengguna Google,3,tidak ada tema gelap tolong perbaharui aplikasi supaya bisa menggunakan fitur gelap(tema gelap).,tidak ada tema gelap tolong perbaharui aplikasi supaya bisa menggunakan fitur gelap(tema gelap).,tema gelap tolong baharu aplikasi fitur gelap tema gelap,"['tema', 'gelap', 'tolong', 'baharu', 'aplikasi', 'fitur', 'gelap', 'tema', 'gelap']",netral,netral,netral
Pengguna Google,5,supir nya baik dan nyaman,supir  baik dan nyaman,supir nya nyaman,"['supir', 'nya', 'nyaman']",positif,positif,positif
Pengguna Google,5,enak dan nyaman,enak dan nyaman,enak nyaman,"['enak', 'nyaman']",positif,positif,positif
Pengguna Google,4,"Mohon agar Grab dapat lebih memperhatikan hal ini. Setiap kali saya memesan Car Plus dengan harapan mendapatkan mobil yang sesuai dengan biaya dan kelas layanannya, saya justru sering mendapatkan mobil yang sama seperti Car Standard. Padahal, ketika saya memilih Car Plus, bukan hanya karena jenis mobilnya, tetapi juga demi kenyamanan selama perjalanan, terutama untuk jarak jauh.","Mohon agar Grab dapat lebih memperhatikan hal ini. Setiap kali saya memesan Car Plus dengan harapan mendapatkan mobil yang sesuai dengan biaya dan kelas layanannya, saya justru sering mendapatkan mobil yang sama seperti Car Standard. Padahal, ketika saya memilih Car Plus, bukan hanya karena jenis mobilnya, tetapi juga demi kenyamanan selama perjalanan, terutama untuk jarak jauh.",mohon grab perhati kali mes car plus harap mobil sesuai biaya kelas layan mobil car standard pilih car plus jenis mobil nyaman jalan jarak,"['mohon', 'grab', 'perhati', 'kali', 'mes', 'car', 'plus', 'harap', 'mobil', 'sesuai', 'biaya', 'kelas', 'layan', 'mobil', 'car', 'standard', 'pilih', 'car', 'plus', 'jenis', 'mobil', 'nyaman', 'jalan', 'jarak']",netral,positif,positif
Pengguna Google,1,"gara gara elu maleh di paido boloku, trs nek lamongan di perbanyak lagi grab nya atau ojol","gara gara elu maleh di paido boloku, terus nek lamongan di perbanyak lagi grab  atau ojol",gara gara elu maleh paido boloku trs nek lamongan banyak grab nya ojol,"['gara', 'gara', 'elu', 'maleh', 'paido', 'boloku', 'trs', 'nek', 'lamongan', 'banyak', 'grab', 'nya', 'ojol']",netral,negatif,negatif
Pengguna Google,4,tolong adain fitur cancel klo mau beli makann. huhuhu,tolong adain fitur cancel kalau mau beli makann. huhuhu,tolong adain fitur cancel klo beli makann huhuhu,"['tolong', 'adain', 'fitur', 'cancel', 'klo', 'beli', 'makann', 'huhuhu']",netral,positif,positif
Pengguna Google,5,penghasilan saya,penghasilan saya,hasil,['hasil'],netral,positif,positif
Pengguna Google,1,kenapa update jadi wajib...? ngga di update juga asal bisa dipake ngga apa2 kan...?,kenapa update jadi wajib...? tidak di update juga asal bisa dipake tidak apa2 kan...?,update wajib ngga update dipake ngga,"['update', 'wajib', 'ngga', 'update', 'dipake', 'ngga']",netral,negatif,negatif
Pengguna Google,5,aplikasi resmi,aplikasi resmi,aplikasi resmi,"['aplikasi', 'resmi']",netral,positif,positif
Pengguna Google,5,mobilnya bersih dan drivernya ramah banget,mobilnya bersih dan drivernya ramah sekali,mobil bersih drivernya ramah banget,"['mobil', 'bersih', 'drivernya', 'ramah', 'banget']",positif,positif,positif
Pengguna Google,5,sanggat sopan,sanggat sopan,sanggat sopan,"['sanggat', 'sopan']",netral,positif,positif
Pengguna Google,1,"aneh bgt grab tiba2 limit paylater ku jd 1 biasa nya 3jt, pdhal aq gak pernah telat byr ovopaylater nya. aneh kecewa bgt saya, pdhal saya suka bgt sm grab krn apa2 lbh murah.","aneh sekali grab tiba2 limit paylater ku jd 1 biasa  3jt, pdhal saya tidak pernah telat byr ovopaylater nya. aneh kecewa sekali saya, pdhal saya suka sekali sama grab karena apa2 lbh murah.",aneh bgt grab limit paylater ku jd nya pdhal aq gak telat byr ovopaylater nya aneh kecewa bgt pdhal suka bgt sm grab krn lbh murah,"['aneh', 'bgt', 'grab', 'limit', 'paylater', 'ku', 'jd', 'nya', 'pdhal', 'aq', 'gak', 'telat', 'byr', 'ovopaylater', 'nya', 'aneh', 'kecewa', 'bgt', 'pdhal', 'suka', 'bgt', 'sm', 'grab', 'krn', 'lbh', 'murah']",negatif,negatif,negatif
Pengguna Google,5,sangat suka,sangat suka,suka,['suka'],positif,positif,positif
Pengguna Google,4,oke,oke,oke,['oke'],netral,positif,positif
Pengguna Google,5,aman dan nyaman dgn grab,aman dan nyaman dengan grab,aman nyaman dgn grab,"['aman', 'nyaman', 'dgn', 'grab']",positif,positif,positif
Pengguna Google,5,mantap 👍,mantap 👍,mantap,['mantap'],positif,positif,positif
Pengguna Google,5,sangat bermanfaat dan membantu 👍,sangat bermanfaat dan membantu 👍,manfaat bantu,"['manfaat', 'bantu']",netral,positif,positif
Pengguna Google,1,MALAS2 KALI DRVER INI KALO UDAH HUJAN MAUPUN UDAH REDAH,MALAS2 KALI DRVER INI KALO UDAH HUJAN MAUPUN UDAH REDAH,kali drver kalo udah hujan udah redah,"['kali', 'drver', 'kalo', 'udah', 'hujan', 'udah', 'redah']",netral,negatif,negatif
Pengguna Google,5,tetap aktif,tetap aktif,aktif,['aktif'],netral,positif,positif
Pengguna Google,1,woiiii pelayanan lama buat cwe gw jadi terlambat dan kehujanan😡😡😡😡😡,woiiii pelayanan lama untuk cwe saya jadi terlambat dan kehujanan😡😡😡😡😡,woiiii layan cwe gw lambat,"['woiiii', 'layan', 'cwe', 'gw', 'lambat']",netral,negatif,negatif
Pengguna Google,1,"Min tolong Hapuskan BETA di daerah Kabupaten MAMUJU, SULAWESI BARAT #KABMAMUJU #SULAWESIBARAT","Min tolong Hapuskan BETA di daerah Kabupaten MAMUJU, SULAWESI BARAT #KABMAMUJU #SULAWESIBARAT",min tolong hapus beta daerah kabupaten mamuju sulawesi barat kabmamuju sulawesibarat,"['min', 'tolong', 'hapus', 'beta', 'daerah', 'kabupaten', 'mamuju', 'sulawesi', 'barat', 'kabmamuju', 'sulawesibarat']",netral,negatif,negatif
Pengguna Google,2,"grab bike kalau hujan gak ada yg mau ambil orderan heran saya, ini gimana sih pihak grabnya bisa²nya gitu","grab bike kalau hujan tidak ada yang mau ambil orderan heran saya, ini gimana sih pihak grabnya bisa²nya gitu",grab bike hujan gak yg ambil order heran gimana sih grabnya gitu,"['grab', 'bike', 'hujan', 'gak', 'yg', 'ambil', 'order', 'heran', 'gimana', 'sih', 'grabnya', 'gitu']",netral,negatif,negatif
Pengguna Google,5,"sampai sekarang saya setia menggunakan grab, berkat pelayanan nya yg baik.","sampai sekarang saya setia menggunakan grab, berkat pelayanan  yang baik.",setia grab berkat layan nya yg,"['setia', 'grab', 'berkat', 'layan', 'nya', 'yg']",netral,positif,positif
Pengguna Google,5,sangat puas dgn aplikasi ini membuat sakali,sangat puas dengan aplikasi ini membuat sakali,puas dgn aplikasi sakal,"['puas', 'dgn', 'aplikasi', 'sakal']",positif,positif,positif
Pengguna Google,5,baik pengemudinya,baik pengemudinya,mud,['mud'],positif,positif,positif
Pengguna Google,5,bagus cepat respon,bagus cepat respon,bagus cepat respon,"['bagus', 'cepat', 'respon']",positif,positif,positif
Pengguna Google,1,cari driver susah,cari driver susah,cari driver susah,"['cari', 'driver', 'susah']",negatif,negatif,negatif
Pengguna Google,2,"knp grab montor /mobil saya harus vermuk dulu padahl hampir tiap hari pake tpi gara"" iku jadi pindah apk lain..","kenapa grab montor /mobil saya harus vermuk dulu padahl hampir tiap hari pake tapi gara"" iku jadi pindah apk lain..",knp grab montor vermuk padahl pake tpi gara iku pindah apk,"['knp', 'grab', 'montor', 'vermuk', 'padahl', 'pake', 'tpi', 'gara', 'iku', 'pindah', 'apk']",netral,negatif,negatif
Pengguna Google,3,"saya ingin bertanya, mengapa setiap jasa pengantar makanan selalu membawa kekasihnya (pacar wanita) saat mengantar makanan bahkan ada yang membawa istri dan anaknya ,bukankah itu tidak proporsional dalam pekerjaan saya rasa itu mengganggu. saya tidak suka dibagian jasa pengantar makanan yang seperti ini jadi saya beri rating segini dulu yah selain yg ini semuanya baik .","saya ingin bertanya, mengapa setiap jasa pengantar makanan selalu membawa kekasihnya (pacar wanita) saat mengantar makanan bahkan ada yang membawa istri dan anaknya ,bukankah itu tidak proporsional dalam pekerjaan saya rasa itu mengganggu. saya tidak suka dibagian jasa pengantar makanan yang seperti ini jadi saya beri rating segini dulu yah selain yang ini semuanya baik .",jasa antar makan bawa kasih pacar wanita antar makan bawa istri anak proporsional kerja ganggu suka bagi jasa antar makan rating gin yah yg,"['jasa', 'antar', 'makan', 'bawa', 'kasih', 'pacar', 'wanita', 'antar', 'makan', 'bawa', 'istri', 'anak', 'proporsional', 'kerja', 'ganggu', 'suka', 'bagi', 'jasa', 'antar', 'makan', 'rating', 'gin', 'yah', 'yg']",positif,netral,positif
Pengguna Google,5,"sangat membantu,pokoknya sip lah ..","sangat membantu,pokoknya sip lah ..",bantu pokok sip,"['bantu', 'pokok', 'sip']",netral,positif,positif
Pengguna Google,5,pelayannya enak,pelayannya enak,layan enak,"['layan', 'enak']",positif,positif,positif
Pengguna Google,5,good service,good service,good service,"['good', 'service']",netral,positif,positif
Pengguna Google,1,"mahal-mahal bgt menu makanan nya, giliran diskon kasian driver sama tokonya. ga ngotak ambil untungnya app 1 ini.","mahal-mahal sekali menu makanan nya, giliran diskon kasian driver sama tokonya. tidak ngotak ambil untungnya app 1 ini.",bgt menu makan nya gilir diskon kasi driver toko ga ngotak ambil untung app,"['bgt', 'menu', 'makan', 'nya', 'gilir', 'diskon', 'kasi', 'driver', 'toko', 'ga', 'ngotak', 'ambil', 'untung', 'app']",netral,negatif,negatif
Pengguna Google,5,pengalaman pertama d tegur karna salah memberikan titik lokasi🤭,pengalaman pertama d tegur karna salah memberikan titik lokasi🤭,alam d tegur karna salah titik,"['alam', 'd', 'tegur', 'karna', 'salah', 'titik']",netral,positif,positif
Pengguna Google,5,ayo naik grab biar ga macet,ayo naik grab biar tidak macet,ayo grab biar ga macet,"['ayo', 'grab', 'biar', 'ga', 'macet']",netral,positif,positif
Pengguna Google,5,Membantu,Membantu,bantu,['bantu'],netral,positif,positif
Pengguna Google,1,kalau hujan harga nya gak konsisten kadang suka di naikin ongkos nya,kalau hujan harga  tidak konsisten kadang suka di naikin ongkos ,hujan harga nya gak konsisten kadang suka naikin ongkos nya,"['hujan', 'harga', 'nya', 'gak', 'konsisten', 'kadang', 'suka', 'naikin', 'ongkos', 'nya']",positif,negatif,negatif
