userName;score;content;clean_text;sentiment
Pengguna Google;5;Sangat membantu sekali aplikasi ini buat ibu2 IRT apalagi yg ga punya kendaraan d rmh krn terpakai sma buat kerja jd kl butuh makanan ataupun ojek tinggal pencet2 aj ,makanan belanjaan maupun ojeknya udah smpai aj d dpn rmh 🤭 promo & discon2nyapun sangat membantu tidak berat d ongkir & pembiayaannya ...masyaallah tp sygnya aq ga bs ikutan d paylaternya krn nopeku udah terdaftar d aplikasi ovo lainnya katanya & hrs d matikan salah satu 😩 tp is ok lah ga pa2 NTI malah TUMAN sll hutang trs 😊✌️;sangat membantu sekali aplikasi ini buat ibu irt apalagi yg ga punya kendaraan d rmh krn terpakai sma buat kerja jd kl butuh makanan ataupun ojek tinggal pencet aj makanan belanjaan maupun ojeknya udah smpai aj d dpn rmh promo disconnyapun sangat membantu tidak berat d ongkir pembiayaannya masyaallah tp sygnya aq ga bs ikutan d paylaternya krn nopeku udah terdaftar d aplikasi ovo lainnya katanya hrs d matikan salah satu tp is ok lah ga pa nti malah tuman sll hutang trs;positif
Pengguna Google;5;grab the best 👍👍;grab the best;positif
Pengguna Google;4;Sedikit2, Selalu minta up date. makasih 🙏;sedikit selalu minta up date makasih;positif
Pengguna Google;4;grab bagus tapi ada satu hal yang harus diperbaiki maps y ituloh bikin darting saya harap sih cepat diperbaiki;grab bagus tapi ada satu hal yang harus diperbaiki maps y ituloh bikin darting saya harap sih cepat diperbaiki;positif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;5;alus;alus;positif
Pengguna Google;5;gampang dan cepat;gampang dan cepat;positif
Pengguna Google;5;good;good;positif
Pengguna Google;4;sangat nyaman;sangat nyaman;positif
Pengguna Google;5;Google Acount keren semua nya bisa di satu Aplkkasi;google acount keren semua nya bisa di satu aplkkasi;positif
Pengguna Google;5;Alhamdulillah berkat aplikasi ini saya bisa terbantu;alhamdulillah berkat aplikasi ini saya bisa terbantu;positif
Pengguna Google;5;bagus banget;bagus banget;positif
Pengguna Google;1;masih banyakk bug error diaplikasi nyaaa, TOLONG OPTIMALISASI LAGII;masih banyakk bug error diaplikasi nyaaa tolong optimalisasi lagii;negatif
Pengguna Google;5;pertahankan pelayanan yang baik 👍;pertahankan pelayanan yang baik;positif
Pengguna Google;5;mana promonya;mana promonya;positif
Pengguna Google;1;iklan dimana2;iklan dimana;negatif
Pengguna Google;5;baik;baik;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;good;good;positif
Pengguna Google;5;lumayan bagus layannya, semoga tambah maju aplkasi grab.;lumayan bagus layannya semoga tambah maju aplkasi grab;positif
Pengguna Google;5;bagus tetap pertahankan ketepatan waktu dan komunikasi;bagus tetap pertahankan ketepatan waktu dan komunikasi;positif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;5;"harus lebih berhati"" lg 🙏";harus lebih berhati lg;positif
Pengguna Google;5;saya puas pelayanan anda.;saya puas pelayanan anda;positif
Pengguna Google;5;Alhamdulillah nyaman ramah trimakasih 🙏☺️;alhamdulillah nyaman ramah trimakasih;positif
Pengguna Google;5;👍👍👍;;positif
Pengguna Google;5;bagus saat digunakan;bagus saat digunakan;positif
Pengguna Google;5;sangat mudah aplikasinya dan cepat dpt ojol ya.. good;sangat mudah aplikasinya dan cepat dpt ojol ya good;positif
Pengguna Google;5;mudah nlancar;mudah nlancar;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;menugu lama;menugu lama;positif
Pengguna Google;1;saya fonis ambil keputusan aja untuk aplikasi grab konsumen bintang 1🌟 aja ,,masih kurangnya promo grab food ,grab bike ,grab car ,,!!! kalu sudah completed baru saya kasih 5 bintang ,gak jelas lagi ovo paylater nya hilang di telan bumi di aplikasi, udah ada limit saya sebagian sudah di gunakan weee sisahnya kok menghilang di telan bumi ,,,parah grab/ovo!!!👎🏿👎🏿👎🏿;saya fonis ambil keputusan aja untuk aplikasi grab konsumen bintang aja masih kurangnya promo grab food grab bike grab car kalu sudah completed baru saya kasih bintang gak jelas lagi ovo paylater nya hilang di telan bumi di aplikasi udah ada limit saya sebagian sudah di gunakan weee sisahnya kok menghilang di telan bumi parah grabovo;negatif
Pengguna Google;5;good job;good job;positif
Pengguna Google;5;gercep;gercep;positif
Pengguna Google;4;kenapa ovopaylater sy limitnya,jd berkurang sangat2 terjun payung,dr dpt limit 6 jt,skrng cmn dpt limit 100k pdhal sy selalu byr tpt waktu atau sblm jatuh tempo,tlng dijelaskan ia ovopaylater;kenapa ovopaylater sy limitnyajd berkurang sangat terjun payungdr dpt limit jtskrng cmn dpt limit k pdhal sy selalu byr tpt waktu atau sblm jatuh tempotlng dijelaskan ia ovopaylater;positif
Pengguna Google;5;kenapa ovo paylater saya ada limit tiba tiba hilang;kenapa ovo paylater saya ada limit tiba tiba hilang;positif
Pengguna Google;5;ramah bgt;ramah bgt;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;👍👍👍;;positif
Pengguna Google;5;pelayanan baik;pelayanan baik;positif
Pengguna Google;1;grab sekarang gajelas ya, saya dikasih driver jauh jauh terus, kurang ajar emang ini grab. disuruh nunggu lama? situ kalo nunggu lama mau ga? pasti gamau kan. tolong lahh pihak grab ngotak dikit kalo ngasih driver jangan yang jauh jauh, cari yang sekitaran area customer!!!;grab sekarang gajelas ya saya dikasih driver jauh jauh terus kurang ajar emang ini grab disuruh nunggu lama situ kalo nunggu lama mau ga pasti gamau kan tolong lahh pihak grab ngotak dikit kalo ngasih driver jangan yang jauh jauh cari yang sekitaran area customer;negatif
Pengguna Google;1;hapus smua akses yang menggunakan data saya , hapus semua bug;hapus smua akses yang menggunakan data saya hapus semua bug;negatif
Pengguna Google;5;bintang;bintang;positif
Pengguna Google;1;taaik;taaik;negatif
Pengguna Google;5;good ...yes;good yes;positif
Pengguna Google;1;setiap saya mau order gocar selalu ditolak terus dan sering nunggu lama dan sering kali udh mau nyampe ditolak. lama bgt hampir 3 jam saya nunggu;setiap saya mau order gocar selalu ditolak terus dan sering nunggu lama dan sering kali udh mau nyampe ditolak lama bgt hampir jam saya nunggu;negatif
Pengguna Google;5;cukup memuaskan, supir nya Ramah;cukup memuaskan supir nya ramah;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;mantaf;mantaf;positif
Pengguna Google;5;sangat sangat memuaskan bapak ojol ini;sangat sangat memuaskan bapak ojol ini;positif
Pengguna Google;5;sangat membantu👍;sangat membantu;positif
Pengguna Google;5;sip n mamtap;sip n mamtap;positif
Pengguna Google;5;dari pembayaran sudah mudah bgt, love grab;dari pembayaran sudah mudah bgt love grab;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;pelayanannya mantaap;pelayanannya mantaap;positif
Pengguna Google;1;Dog keeps updating, I know my storage won't fit, I uninstalled 5 applications on my cellphone, still can't install after updating, pig dick, this is the Grab application.;dog keeps updating i know my storage wont fit i uninstalled applications on my cellphone still cant install after updating pig dick this is the grab application;negatif
Pengguna Google;1;penggunaan harus wajib pakai No HP, masa pakai No tlp kantor bisa dimasukan, gampang sekali buat penipuan dan yang dirugikan restoran dan driver.;penggunaan harus wajib pakai no hp masa pakai no tlp kantor bisa dimasukan gampang sekali buat penipuan dan yang dirugikan restoran dan driver;negatif
Pengguna Google;5;sekian lama baru kembali ke grab semoga tetap gercep ambil penumpang nya gak banyak drama . tetap grab yang terbaik;sekian lama baru kembali ke grab semoga tetap gercep ambil penumpang nya gak banyak drama tetap grab yang terbaik;positif
Pengguna Google;5;baik 👍;baik;positif
Pengguna Google;5;hari KMKu, x ko kan;hari kmku x ko kan;positif
Pengguna Google;5;nyaman dan manfaat;nyaman dan manfaat;positif
Pengguna Google;3;"Lah kenapa tiba"" ovo paylaternya menjadi 1 , saya mau mengunakan jadi tidak bisa mohon untuk bantuanya";lah kenapa tiba ovo paylaternya menjadi saya mau mengunakan jadi tidak bisa mohon untuk bantuanya;netral
Pengguna Google;1;gajelass, semua drivernya nolak, orang udh kelaparan nungguin, ngawur, padahal deket semuaa, gada yg mau ambil;gajelass semua drivernya nolak orang udh kelaparan nungguin ngawur padahal deket semuaa gada yg mau ambil;negatif
Pengguna Google;5;mas nya ramah;mas nya ramah;positif
Pengguna Google;5;ok banget;ok banget;positif
Pengguna Google;5;josss;josss;positif
Pengguna Google;5;good job;good job;positif
Pengguna Google;1;Tiada perubahaan selain aplikasi ride and car jelek promonya abal2 poin nya bohong2an harusnya uda ditegur Ylki tambah parah nih grab mending ganti hijau satunys;tiada perubahaan selain aplikasi ride and car jelek promonya abal poin nya bohongan harusnya uda ditegur ylki tambah parah nih grab mending ganti hijau satunys;negatif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;3;"saya beli makan yang 30 menitan sampai tapi terlambat sampek sejam gara"" double order.";saya beli makan yang menitan sampai tapi terlambat sampek sejam gara double order;netral
Pengguna Google;2;Sudah nunggu lama ga sulit dibatalkan;sudah nunggu lama ga sulit dibatalkan;negatif
Pengguna Google;2;Tolonglah iklan nya jangan di tengah layar. saya lagi buru buru pas mau cek lari terus ke playstore doownload iklan itu. ini penting!!;tolonglah iklan nya jangan di tengah layar saya lagi buru buru pas mau cek lari terus ke playstore doownload iklan itu ini penting;negatif
Pengguna Google;5;Mantap;mantap;positif
Pengguna Google;1;jelek bgt;jelek bgt;negatif
Pengguna Google;2;mau melaporkan min ini kan saya mau membayar token listrik habis itu saldo saya kurang saat mau membayar setelah itu saya top up dulu sehabis itu mau bayar lagi tidak ada tagihan tersebut tapi di history di proses gimana itu min?;mau melaporkan min ini kan saya mau membayar token listrik habis itu saldo saya kurang saat mau membayar setelah itu saya top up dulu sehabis itu mau bayar lagi tidak ada tagihan tersebut tapi di history di proses gimana itu min;negatif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;5;semangat;semangat;positif
Pengguna Google;1;ongkos naik 80%;ongkos naik;negatif
Pengguna Google;5;Baik dan sopan;baik dan sopan;positif
Pengguna Google;1;kenapa paylater tiba² berubah jadi Rp 1 ? sedangkan limit saya ada Rp 5.000.000,- kenapa tiba² berubah seperti ini ??;kenapa paylater tiba² berubah jadi rp sedangkan limit saya ada rp kenapa tiba² berubah seperti ini;negatif
Pengguna Google;5;sangat membantu;sangat membantu;positif
Pengguna Google;1;di terima order malah ikang aplikasi ampas;di terima order malah ikang aplikasi ampas;negatif
Pengguna Google;5;sangat membantu sekali aplikasi ini;sangat membantu sekali aplikasi ini;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;very satisfactory;very satisfactory;positif
Pengguna Google;5;cepat dan ramah;cepat dan ramah;positif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;5;pelayanan.ramah nyamah.bagus.terimakasih;pelayananramah nyamahbagusterimakasih;positif
Pengguna Google;1;kenapa ovo paylaternya tiba2 hilang ya.. padahal saya bayarnya bener ga pernah telat.. tolong donk dilihat transaksinya gmn saya.. saya bnr loh knp tiba2 pas cek hilang ya jadi nol.. padahal saya sudah menggunakan grab bertahun2 ada kali lebih dari 5thn tp diaitu bacaannya tidak bisa digunakan karna kurang dr 6 bulan.. wah grab gmn deh;kenapa ovo paylaternya tiba hilang ya padahal saya bayarnya bener ga pernah telat tolong donk dilihat transaksinya gmn saya saya bnr loh knp tiba pas cek hilang ya jadi nol padahal saya sudah menggunakan grab bertahun ada kali lebih dari thn tp diaitu bacaannya tidak bisa digunakan karna kurang dr bulan wah grab gmn deh;negatif
Pengguna Google;5;sesuai intruksi;sesuai intruksi;positif
Pengguna Google;3;sekarang grab udh g kayak dulu... diskon nya udh g berguna.. semua nya sangat mahal sekarang 😭;sekarang grab udh g kayak dulu diskon nya udh g berguna semua nya sangat mahal sekarang;netral
Pengguna Google;5;oke;oke;positif
Pengguna Google;1;Suka eror saat ngaitkan ke ovo dan di komplain cuma bot doang;suka eror saat ngaitkan ke ovo dan di komplain cuma bot doang;negatif
Pengguna Google;5;tks ya org baik abang grab;tks ya org baik abang grab;positif
Pengguna Google;5;saya setuju dengan ada nya grab car untuk mempermudah perjalanan saya dan suami saya wslm ibu neti;saya setuju dengan ada nya grab car untuk mempermudah perjalanan saya dan suami saya wslm ibu neti;positif
Pengguna Google;5;tolong aplikator greb aktifkan akun saya lagi tuh bukan saya yang censel tapi dari cs;tolong aplikator greb aktifkan akun saya lagi tuh bukan saya yang censel tapi dari cs;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;good job,, htur nhun🙏;good job htur nhun;positif
Pengguna Google;5;ok;ok;positif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;5;ok;ok;positif
Pengguna Google;5;ok;ok;positif
Pengguna Google;5;ckp puas;ckp puas;positif
Pengguna Google;5;ramah;ramah;positif
Pengguna Google;5;naik grab hemat..emang nikmat sih, mana lagi yang dicari pensiunan selain harga ekonomis...thx 4 u grab;naik grab hematemang nikmat sih mana lagi yang dicari pensiunan selain harga ekonomisthx u grab;positif
Pengguna Google;1;susah grab ini ,gabisa nyari pengemudi,lambat ,ganbisa tolong kita untuk berpergian pas lagi buru buru.;susah grab ini gabisa nyari pengemudilambat ganbisa tolong kita untuk berpergian pas lagi buru buru;negatif
Pengguna Google;1;alpikator anjig babi;alpikator anjig babi;negatif
Pengguna Google;5;baik;baik;positif
Pengguna Google;1;knapa limit ovopaylater nya tiba2 jd 0 pdhal belum di pake dan sdh d bayar belum pernah telat juga!!!!!;knapa limit ovopaylater nya tiba jd pdhal belum di pake dan sdh d bayar belum pernah telat juga;negatif
Pengguna Google;5;👍;;positif
Pengguna Google;5;Alhamdulillah sangat memudahkan perjalanan;alhamdulillah sangat memudahkan perjalanan;positif
Pengguna Google;5;mkasih;mkasih;positif
Pengguna Google;5;bagus sekali 👍;bagus sekali;positif
Pengguna Google;4;hai kak, mohon maaf, saya mendapati penjualan miras di aplikasi grabfood.. apakah itu diperbolehkan? jika tidak, mohon ditindak dengan tegas penjualan miras secara bebas di aplikasi anda🙏;hai kak mohon maaf saya mendapati penjualan miras di aplikasi grabfood apakah itu diperbolehkan jika tidak mohon ditindak dengan tegas penjualan miras secara bebas di aplikasi anda;positif
Pengguna Google;1;grab ini kebiasaan ngasih abg grab yg jauh lokasinya. udah gitu ga bsa d batalin. tlong perbaiki sistemnya;grab ini kebiasaan ngasih abg grab yg jauh lokasinya udah gitu ga bsa d batalin tlong perbaiki sistemnya;negatif
Pengguna Google;1;"grab lama"" ngeselin pas mw login akun malah akun ad di tangguhkan bodoh";grab lama ngeselin pas mw login akun malah akun ad di tangguhkan bodoh;negatif
Pengguna Google;1;update map blok bikin sulit aja;update map blok bikin sulit aja;negatif
Pengguna Google;5;👍👍👍👍mantap layanan grab;mantap layanan grab;positif
Pengguna Google;5;Mantaaafff 👍;mantaaafff;positif
Pengguna Google;2;saya dapet gojek ga jalan jalan trs. dan udh sering bgt dpt driver yg cancle pesanan saya, ini apk niat ga ya untuk memberikan manfaat yg baik bagi pengguna nya?;saya dapet gojek ga jalan jalan trs dan udh sering bgt dpt driver yg cancle pesanan saya ini apk niat ga ya untuk memberikan manfaat yg baik bagi pengguna nya;negatif
Pengguna Google;1;ga ada promo;ga ada promo;negatif
Pengguna Google;5;supirnya baik bgt;supirnya baik bgt;positif
Pengguna Google;5;puas lah dengan Grab .;puas lah dengan grab;positif
Pengguna Google;1;mana tombol pembatalan pesanan nya kalo saya sebagai customer ada masalah gimana, tombol pembatalan pesanan kok udh hilang dari yang bagus jadi jelek gini apk nya;mana tombol pembatalan pesanan nya kalo saya sebagai customer ada masalah gimana tombol pembatalan pesanan kok udh hilang dari yang bagus jadi jelek gini apk nya;negatif
Pengguna Google;5;keren;keren;positif
Pengguna Google;1;smpah banget posisi driver yang dekat malah sllu dikasi driver yang jauh mana suka lama cari mitranya gak ngerti lagi 👎🏻👎🏻👎🏻;smpah banget posisi driver yang dekat malah sllu dikasi driver yang jauh mana suka lama cari mitranya gak ngerti lagi;negatif
Pengguna Google;5;baik dan ramah;baik dan ramah;positif
Pengguna Google;5;tetep amanah kak;tetep amanah kak;positif
Pengguna Google;1;baik;baik;negatif
Pengguna Google;5;mantap bpknya sopan;mantap bpknya sopan;positif
Pengguna Google;5;pokok mantap lahh membantu sekali dan tolong Jan berkurang utk kualitas pelayanan nyaa;pokok mantap lahh membantu sekali dan tolong jan berkurang utk kualitas pelayanan nyaa;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;it's.okayy....;itsokayy;positif
Pengguna Google;1;gara-gara grab nego, LCGC jadi nggak laku. payah.;garagara grab nego lcgc jadi nggak laku payah;negatif
Pengguna Google;5;Layanan cepat dan pengemudi sopan dan santun...;layanan cepat dan pengemudi sopan dan santun;positif
Pengguna Google;5;Pelayanannya mantap;pelayanannya mantap;positif
Pengguna Google;3;update kok setiap hari..dengan pencarian titik lokasi juga susah ..parah bgt;update kok setiap haridengan pencarian titik lokasi juga susah parah bgt;netral
Pengguna Google;5;baik dan ramah sekali;baik dan ramah sekali;positif
Pengguna Google;5;mantap.. enak sopan nyaman;mantap enak sopan nyaman;positif
Pengguna Google;5;Ayam bakarnya enak, sambelnya nampolllll🤤👍👍;ayam bakarnya enak sambelnya nampolllll;positif
Pengguna Google;1;aplikasi yang kurng bagus;aplikasi yang kurng bagus;negatif
Pengguna Google;5;Oke bgt;oke bgt;positif
Pengguna Google;1;males banget sama grab di buat bolak balik pluhan x cm mau ganti no doank;males banget sama grab di buat bolak balik pluhan x cm mau ganti no doank;negatif
Pengguna Google;1;pengalaman terburuk saya semalam dokumen saya masih ada di driver saya sudah tf driver tapi saya di suruh ambil driver lain buat ambil berkas saya saya sudah pesan driver lain tapi dia tidak ada bagaimana cara saya menindak lanjuti driver ini;pengalaman terburuk saya semalam dokumen saya masih ada di driver saya sudah tf driver tapi saya di suruh ambil driver lain buat ambil berkas saya saya sudah pesan driver lain tapi dia tidak ada bagaimana cara saya menindak lanjuti driver ini;negatif
Pengguna Google;1;Masih Banyak Driver yang meminta uang lebih dari aplikasi dan transaksi secara offline, sering terjadi ketika jam - jam malam dini hari dan pagi dini hari, dan dari grab tidak ada solusi;masih banyak driver yang meminta uang lebih dari aplikasi dan transaksi secara offline sering terjadi ketika jam jam malam dini hari dan pagi dini hari dan dari grab tidak ada solusi;negatif
Pengguna Google;5;recomen,bnyk membantu;recomenbnyk membantu;positif
Pengguna Google;1;fdk bisa atur ulang aplikasi greb;fdk bisa atur ulang aplikasi greb;negatif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;baguss pelayanan;baguss pelayanan;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;tolong di aktifkan payleter saya;tolong di aktifkan payleter saya;positif
Pengguna Google;5;baik;baik;positif
Pengguna Google;5;oke;oke;positif
Pengguna Google;5;mantqb;mantqb;positif
Pengguna Google;2;tolong dong bagi driver yg gamau ambil jngn di ambaikan, customer kadang butuh waktu cepat, si driver malah cuek, di chat aja ke kami ga bisa jemput beres, ga harus nunggu anda...;tolong dong bagi driver yg gamau ambil jngn di ambaikan customer kadang butuh waktu cepat si driver malah cuek di chat aja ke kami ga bisa jemput beres ga harus nunggu anda;negatif
Pengguna Google;5;good;good;positif
Pengguna Google;5;👍;;positif
Pengguna Google;5;👍;;positif
Pengguna Google;5;susuai pesanan saya;susuai pesanan saya;positif
Pengguna Google;3;ribet sekali updatenya;ribet sekali updatenya;netral
Pengguna Google;5;👍🏻;;positif
Pengguna Google;5;aplikasi ojol termurah di kalangan pelajar.. sedikit cerita saya pelajar yang Nyambi kerja saya juga selalu mengalami kesulitan saat transportasi karena saya tidak memiliki sepeda motor tapi gpp tetap ada grab yang selalu di hati para pelajar murah, aman, nyaman, the Best... terimakasih🙏🏻🤗;aplikasi ojol termurah di kalangan pelajar sedikit cerita saya pelajar yang nyambi kerja saya juga selalu mengalami kesulitan saat transportasi karena saya tidak memiliki sepeda motor tapi gpp tetap ada grab yang selalu di hati para pelajar murah aman nyaman the best terimakasih;positif
Pengguna Google;1;tidak ramah untuk dříver, pengeluaran biaya untuk customer 15ribu dan driver hanya dapat 8rb saja. merdeka bgt yg punya aplikasi;tidak ramah untuk dříver pengeluaran biaya untuk customer ribu dan driver hanya dapat rb saja merdeka bgt yg punya aplikasi;negatif
Pengguna Google;1;loading terus utk masuk autifikasi akun melalui whatsaps;loading terus utk masuk autifikasi akun melalui whatsaps;negatif
Pengguna Google;5;terbaik cuma pernah punya pengalaman buruk sopir grab cancel pdhl udh nunggu lama bgt posisi bawa bayi udh mau magrib bawaan bnyak.. coba sih sopir2 di beri pelajaran biar gk suka cancel sepihak sembarangan🥲;terbaik cuma pernah punya pengalaman buruk sopir grab cancel pdhl udh nunggu lama bgt posisi bawa bayi udh mau magrib bawaan bnyak coba sih sopir di beri pelajaran biar gk suka cancel sepihak sembarangan;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;3;kebiasaan grab tuh kalau belum diperbaharui suka wajib diperbarui kalau mau pake, kalau gak diperbarui ya gak bisa dipake. ini tuh ganggu banget kalau lagi buru-buru. kasih pengingat aja, karena gak semua orang hp nya punya memori kosong, dan buat perbarui aplikasi tuh perlu waktu. jadi gak efisien sistem ini tuh;kebiasaan grab tuh kalau belum diperbaharui suka wajib diperbarui kalau mau pake kalau gak diperbarui ya gak bisa dipake ini tuh ganggu banget kalau lagi buruburu kasih pengingat aja karena gak semua orang hp nya punya memori kosong dan buat perbarui aplikasi tuh perlu waktu jadi gak efisien sistem ini tuh;netral
Pengguna Google;4;TIDAK bisa CANCEL dan kadang responnya lama sekali, sehingga kita sudah lapar duluan dan disaat nunggu makanan datang sudah keburu bisa masak mie, karena lamanya 30 menit. Respon Restaurant juga lama dan mau Cancel juga tidak bisa;tidak bisa cancel dan kadang responnya lama sekali sehingga kita sudah lapar duluan dan disaat nunggu makanan datang sudah keburu bisa masak mie karena lamanya menit respon restaurant juga lama dan mau cancel juga tidak bisa;positif
Pengguna Google;5;sangat baik👍;sangat baik;positif
Pengguna Google;1;JELEK;jelek;negatif
Pengguna Google;1;Cuma gegara restoran yang mau saya pesan menunya rame banget sampai dicancel 2 kali ama drivers!;cuma gegara restoran yang mau saya pesan menunya rame banget sampai dicancel kali ama drivers;negatif
Pengguna Google;5;Terbaik;terbaik;positif
Pengguna Google;5;oke;oke;positif
Pengguna Google;1;pemotongan banyak sekali,masa jualan offline kami dapat Rp.20000 di sini cmn di bayar 9000 an;pemotongan banyak sekalimasa jualan offline kami dapat rp di sini cmn di bayar an;negatif
Pengguna Google;2;"aneh..kenapa mesti dapet driver jauh kalo yg Deket"" ada!!!benahi tolong";anehkenapa mesti dapet driver jauh kalo yg deket adabenahi tolong;negatif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;5;sangat berguna dan banyak diskon sehingga harga murah murah;sangat berguna dan banyak diskon sehingga harga murah murah;positif
Pengguna Google;5;ok;ok;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;1;iklan dimana mana tp aplikasi tidak seberapa, dari jatinangor ke Bandung aja tidak bisa padahal cm 15KM, ter cancel sendiri dari aplikasi nya;iklan dimana mana tp aplikasi tidak seberapa dari jatinangor ke bandung aja tidak bisa padahal cm km ter cancel sendiri dari aplikasi nya;negatif
Pengguna Google;5;alhamdulillah👍;alhamdulillah;positif
Pengguna Google;1;..r mm, mm. tu .t .t, .. ... m... .... ...h t .v bybt mm .. b GG Shy bgt tgl ehh gb BB GG b dereng t ehh h GG egg bbcv go ydf GT ggr drg ku. .. .. m . . no m.t.;r mm mm tu t t m h t v bybt mm b gg shy bgt tgl ehh gb bb gg b dereng t ehh h gg egg bbcv go ydf gt ggr drg ku m no mt;negatif
Pengguna Google;1;makin ribet skrng mhh grab , penumpang harus vermuk dlu sebelum pesan , gimna klo lagi urgent di tambah hp ny susah buat buka kamera depan.;makin ribet skrng mhh grab penumpang harus vermuk dlu sebelum pesan gimna klo lagi urgent di tambah hp ny susah buat buka kamera depan;negatif
Pengguna Google;5;ramah baik☺️;ramah baik;positif
Pengguna Google;1;pengiriman sampe sejam lebih...lol;pengiriman sampe sejam lebihlol;negatif
Pengguna Google;5;makasih..🙏;makasih;positif
Pengguna Google;5;sangat membantu;sangat membantu;positif
Pengguna Google;5;pelayanan bagus;pelayanan bagus;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;sangat membantu;sangat membantu;positif
Pengguna Google;5;banyak promo, sopir baik, kendaraan bersih;banyak promo sopir baik kendaraan bersih;positif
Pengguna Google;5;Grab Mantap Pokok Nya. 👍;grab mantap pokok nya;positif
Pengguna Google;1;alasan saya memberi bintang 1: karena ukuran aplikasi semakin besar jika tdk diupdate maka aplikasi tidak bisa digunakan, untuk apa update aplikasi jika tidak ada fitur baru dan perbqikan aplikasi? saya tegaskan sekali lagi update aplikasimu tidak ada gunanya justru membuat ukuran aplikasi semakin besar dan tidak bisa digunakan jika tidak diupdate;alasan saya memberi bintang karena ukuran aplikasi semakin besar jika tdk diupdate maka aplikasi tidak bisa digunakan untuk apa update aplikasi jika tidak ada fitur baru dan perbqikan aplikasi saya tegaskan sekali lagi update aplikasimu tidak ada gunanya justru membuat ukuran aplikasi semakin besar dan tidak bisa digunakan jika tidak diupdate;negatif
Pengguna Google;4;puas layanan;puas layanan;positif
Pengguna Google;2;red;red;negatif
Pengguna Google;5;best;best;positif
Pengguna Google;5;puas;puas;positif
Pengguna Google;5;nyaman;nyaman;positif
Pengguna Google;5;nyaman;nyaman;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;good;good;positif
Pengguna Google;5;good job;good job;positif
Pengguna Google;5;memuaskan pelayan sanggat baik sopan dan ramah;memuaskan pelayan sanggat baik sopan dan ramah;positif
Pengguna Google;5;is the best;is the best;positif
Pengguna Google;5;pakai grab membantu setiap aktivitas, terimaksih;pakai grab membantu setiap aktivitas terimaksih;positif
Pengguna Google;1;pekerjaan paling hina ya driver... pendapatan/penghasilan sering di manipulasi sama sistem... sering di omelin sama customer klo telat ngajemput atau mengantar makanan/paket... pendapatan tidak sebanding dengan pengeluaran... belum lagi di tambah banyak nya potongan yang di ambil dari pendapatan nya... kasian yang jadi driver... banyak rugi nya.;pekerjaan paling hina ya driver pendapatanpenghasilan sering di manipulasi sama sistem sering di omelin sama customer klo telat ngajemput atau mengantar makananpaket pendapatan tidak sebanding dengan pengeluaran belum lagi di tambah banyak nya potongan yang di ambil dari pendapatan nya kasian yang jadi driver banyak rugi nya;negatif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;1;update berkali² ngabisin data aja padahal penyimpanan masih banyak banget;update berkali² ngabisin data aja padahal penyimpanan masih banyak banget;negatif
Pengguna Google;1;kasih bintang 1 saya mengalami penipuan dari supir grab tapi tidak bisa menghubungi email grab di arah kan ke cal center jakarta lagi ........udah kena musibah malah disuruh tlp jakarta pake biaya lagi;kasih bintang saya mengalami penipuan dari supir grab tapi tidak bisa menghubungi email grab di arah kan ke cal center jakarta lagi udah kena musibah malah disuruh tlp jakarta pake biaya lagi;negatif
Pengguna Google;4;manteppp;manteppp;positif
Pengguna Google;5;ok banget;ok banget;positif
Pengguna Google;4;best;best;positif
Pengguna Google;5;hatur nuhun;hatur nuhun;positif
Pengguna Google;5;bagus trm;bagus trm;positif
Pengguna Google;1;wa ala bisa ya;wa ala bisa ya;negatif
Pengguna Google;5;simple;simple;positif
Pengguna Google;5;sangat mudah;sangat mudah;positif
Pengguna Google;1;Pakai prioritas, Pelayanan sangat buruk sekali.. Sudah komplain ke call centre.. Tidak ada solusi nya.. Chat di putuskan..;pakai prioritas pelayanan sangat buruk sekali sudah komplain ke call centre tidak ada solusi nya chat di putuskan;negatif
Pengguna Google;4;terima kasih sesuai pesanan;terima kasih sesuai pesanan;positif
