userName,score,content,clean_text,tokens,sentiment,sentiment_rating,final_sentiment
Pengguna Google,2,"grab bike kalau hujan gak ada yg mau ambil orderan heran saya, ini gimana sih pihak grabnya bisa²nya gitu",grab bike kalau hujan tidak ada yang mau ambil orderan heran saya ini gimana sih pihak grabnya bisa²nya gitu,"['grab', 'bike', 'kalau', 'hujan', 'gak', 'ada', 'yg', 'mau', 'ambil', 'orderan', 'heran', 'saya', 'ini', 'gimana', 'sih', 'pihak', 'grabnya', 'bisa²nya', 'gitu']",netral,negatif,negatif
Pengguna Google,5,"sampai sekarang saya setia menggunakan grab, berkat pelayanan nya yg baik.",sampai sekarang saya setia menggunakan grab berkat pelayanan  yang baik,"['sampai', 'sekarang', 'saya', 'setia', 'menggunakan', 'grab', 'berkat', 'pelayanan', 'nya', 'yg', 'baik']",positif,positif,positif
Pengguna Google,5,sangat puas dgn aplikasi ini membuat sakali,sangat puas dengan aplikasi ini membuat sakali,"['sangat', 'puas', 'dgn', 'aplikasi', 'ini', 'membuat', 'sakali']",positif,positif,positif
Pengguna Google,5,baik pengemudinya,baik pengemudinya,"['baik', 'pengemudinya']",positif,positif,positif
Pengguna Google,5,bagus cepat respon,bagus cepat respon,"['bagus', 'cepat', 'respon']",positif,positif,positif
Pengguna Google,1,cari driver susah,cari driver susah,"['cari', 'driver', 'susah']",negatif,negatif,negatif
Pengguna Google,2,"knp grab montor /mobil saya harus vermuk dulu padahl hampir tiap hari pake tpi gara"" iku jadi pindah apk lain..",kenapa grab montor mobil saya harus vermuk dulu padahl hampir tiap hari pake tapi gara iku jadi pindah apk lain,"['knp', 'grab', 'montor', 'mobil', 'saya', 'harus', 'vermuk', 'dulu', 'padahl', 'hampir', 'tiap', 'hari', 'pake', 'tpi', 'gara', 'iku', 'jadi', 'pindah', 'apk', 'lain']",netral,negatif,negatif
Pengguna Google,3,"saya ingin bertanya, mengapa setiap jasa pengantar makanan selalu membawa kekasihnya (pacar wanita) saat mengantar makanan bahkan ada yang membawa istri dan anaknya ,bukankah itu tidak proporsional dalam pekerjaan saya rasa itu mengganggu. saya tidak suka dibagian jasa pengantar makanan yang seperti ini jadi saya beri rating segini dulu yah selain yg ini semuanya baik .",saya ingin bertanya mengapa setiap jasa pengantar makanan selalu membawa kekasihnya pacar wanita saat mengantar makanan bahkan ada yang membawa istri dan anaknya bukankah itu tidak proporsional dalam pekerjaan saya rasa itu mengganggu saya tidak suka dibagian jasa pengantar makanan yang seperti ini jadi saya beri rating segini dulu yah selain yang ini semuanya baik,"['saya', 'ingin', 'bertanya', 'mengapa', 'setiap', 'jasa', 'pengantar', 'makanan', 'selalu', 'membawa', 'kekasihnya', 'pacar', 'wanita', 'saat', 'mengantar', 'makanan', 'bahkan', 'ada', 'yang', 'membawa', 'istri', 'dan', 'anaknya', 'bukankah', 'itu', 'tidak', 'proporsional', 'dalam', 'pekerjaan', 'saya', 'rasa', 'itu', 'mengganggu', 'saya', 'tidak', 'suka', 'dibagian', 'jasa', 'pengantar', 'makanan', 'yang', 'seperti', 'ini', 'jadi', 'saya', 'beri', 'rating', 'segini', 'dulu', 'yah', 'selain', 'yg', 'ini', 'semuanya', 'baik']",positif,netral,positif
Pengguna Google,5,"sangat membantu,pokoknya sip lah ..",sangat membantupokoknya sip lah,"['sangat', 'membantupokoknya', 'sip', 'lah']",netral,positif,positif
Pengguna Google,5,pelayannya enak,pelayannya enak,"['pelayannya', 'enak']",positif,positif,positif
Pengguna Google,5,good service,good service,"['good', 'service']",netral,positif,positif
Pengguna Google,1,"mahal-mahal bgt menu makanan nya, giliran diskon kasian driver sama tokonya. ga ngotak ambil untungnya app 1 ini.",mahalmahal sekali menu makanan  giliran diskon kasian driver sama tokonya tidak ngotak ambil untungnya app ini,"['mahalmahal', 'bgt', 'menu', 'makanan', 'nya', 'giliran', 'diskon', 'kasian', 'driver', 'sama', 'tokonya', 'ga', 'ngotak', 'ambil', 'untungnya', 'app', 'ini']",netral,negatif,negatif
Pengguna Google,5,pengalaman pertama d tegur karna salah memberikan titik lokasi🤭,pengalaman pertama d tegur karna salah memberikan titik lokasi,"['pengalaman', 'pertama', 'd', 'tegur', 'karna', 'salah', 'memberikan', 'titik', 'lokasi']",netral,positif,positif
Pengguna Google,5,ayo naik grab biar ga macet,ayo naik grab biar tidak macet,"['ayo', 'naik', 'grab', 'biar', 'ga', 'macet']",netral,positif,positif
Pengguna Google,5,Membantu,membantu,['membantu'],netral,positif,positif
Pengguna Google,1,kalau hujan harga nya gak konsisten kadang suka di naikin ongkos nya,kalau hujan harga  tidak konsisten kadang suka di naikin ongkos ,"['kalau', 'hujan', 'harga', 'nya', 'gak', 'konsisten', 'kadang', 'suka', 'di', 'naikin', 'ongkos', 'nya']",positif,negatif,negatif
Pengguna Google,3,"udh sering bgt updte aplikasi ini, tp tetp aj lola.. aplgi drivernya kok milih2 bgtu yaaa.. wajar dong klo kita ambil hrga promo.. kan dpt promo, klo ga buat ap dikasih promo klo ga dimanfaatkan.. ehh malah kagak ad yg nongol driver nya satu pun.. makany jrang bgt make apk ini,, lbh gercep driver ojol apk tetangga,.",sudah sering sekali updte aplikasi ini tapi tetp aj lola aplgi drivernya kok milih bgtu yaaa wajar dong kalau kita ambil hrga promo kan dpt promo kalau tidak untuk ap dikasih promo kalau tidak dimanfaatkan ehh malah kagak ad yang nongol driver  satu pun makany jrang sekali make apk ini lbh gercep driver ojol apk tetangga,"['udh', 'sering', 'bgt', 'updte', 'aplikasi', 'ini', 'tp', 'tetp', 'aj', 'lola', 'aplgi', 'drivernya', 'kok', 'milih', 'bgtu', 'yaaa', 'wajar', 'dong', 'klo', 'kita', 'ambil', 'hrga', 'promo', 'kan', 'dpt', 'promo', 'klo', 'ga', 'buat', 'ap', 'dikasih', 'promo', 'klo', 'ga', 'dimanfaatkan', 'ehh', 'malah', 'kagak', 'ad', 'yg', 'nongol', 'driver', 'nya', 'satu', 'pun', 'makany', 'jrang', 'bgt', 'make', 'apk', 'ini', 'lbh', 'gercep', 'driver', 'ojol', 'apk', 'tetangga']",netral,netral,netral
Pengguna Google,5,Ada rating 1000 nggak? Saya mau kasih rating unlimited!! Gak pernah kecewa sedikitpun pakai grab! Semua layanannya terbaik dibanding gojek!!,ada rating tidak saya mau kasih rating unlimited tidak pernah kecewa sedikitpun pakai grab semua layanannya terbaik dibanding gojek,"['ada', 'rating', 'nggak', 'saya', 'mau', 'kasih', 'rating', 'unlimited', 'gak', 'pernah', 'kecewa', 'sedikitpun', 'pakai', 'grab', 'semua', 'layanannya', 'terbaik', 'dibanding', 'gojek']",netral,positif,positif
Pengguna Google,5,terbaik paling di butuh kan pelajar,terbaik paling di butuh kan pelajar,"['terbaik', 'paling', 'di', 'butuh', 'kan', 'pelajar']",positif,positif,positif
Pengguna Google,5,Good Job,good job,"['good', 'job']",netral,positif,positif
Pengguna Google,4,Baik,baik,['baik'],positif,positif,positif
Pengguna Google,1,"GK ngotak antaran food nya. kasian drivernya.....layanan, mekanisme, sistem aplikasi begini bakal nyungsep",tidak ngotak antaran food  kasian drivernyalayanan mekanisme sistem aplikasi begini bakal nyungsep,"['gk', 'ngotak', 'antaran', 'food', 'nya', 'kasian', 'drivernyalayanan', 'mekanisme', 'sistem', 'aplikasi', 'begini', 'bakal', 'nyungsep']",netral,negatif,negatif
Pengguna Google,1,"aplikasi kikir, istg promo nya diawal doang. apaan promo 1,5k doang nggelitik lambung doang yang ada",aplikasi kikir istg promo  diawal doang apaan promo k doang nggelitik lambung doang yang ada,"['aplikasi', 'kikir', 'istg', 'promo', 'nya', 'diawal', 'doang', 'apaan', 'promo', 'k', 'doang', 'nggelitik', 'lambung', 'doang', 'yang', 'ada']",netral,negatif,negatif
Pengguna Google,1,"aplikasi nya ngebantu banget ga sulit dan seru juga. mins aja banyak iklan dimana"" , padahal tanpa iklan juga orng"" udah pada tau grab",aplikasi  ngebantu sekali tidak sulit dan seru juga mins aja banyak iklan dimana padahal tanpa iklan juga orng udah pada tau grab,"['aplikasi', 'nya', 'ngebantu', 'banget', 'ga', 'sulit', 'dan', 'seru', 'juga', 'mins', 'aja', 'banyak', 'iklan', 'dimana', 'padahal', 'tanpa', 'iklan', 'juga', 'orng', 'udah', 'pada', 'tau', 'grab']",positif,negatif,negatif
Pengguna Google,4,menyenangkan ramah,menyenangkan ramah,"['menyenangkan', 'ramah']",positif,positif,positif
Pengguna Google,5,sangat memuaskan sekali apk ini. dan bagus rekomendasi bgt. sukses trus ya..,sangat memuaskan sekali apk ini dan bagus rekomendasi sekali sukses trus ya,"['sangat', 'memuaskan', 'sekali', 'apk', 'ini', 'dan', 'bagus', 'rekomendasi', 'bgt', 'sukses', 'trus', 'ya']",positif,positif,positif
Pengguna Google,5,cukup membantu saya dalam berpergian jarak jauh,cukup membantu saya dalam berpergian jarak jauh,"['cukup', 'membantu', 'saya', 'dalam', 'berpergian', 'jarak', 'jauh']",netral,positif,positif
Pengguna Google,5,sangat Bagus,sangat bagus,"['sangat', 'bagus']",positif,positif,positif
Pengguna Google,1,tidak membantu sama sekali,tidak membantu sama sekali,"['tidak', 'membantu', 'sama', 'sekali']",netral,negatif,negatif
Pengguna Google,1,"pesanan lama, estimasi tiba di ubah ubah",pesanan lama estimasi tiba di ubah ubah,"['pesanan', 'lama', 'estimasi', 'tiba', 'di', 'ubah', 'ubah']",netral,negatif,negatif
Pengguna Google,5,pas waktu,pas waktu,"['pas', 'waktu']",netral,positif,positif
Pengguna Google,5,ngebantu banget apalagi dalam hal susah,ngebantu sekali apalagi dalam hal susah,"['ngebantu', 'banget', 'apalagi', 'dalam', 'hal', 'susah']",netral,positif,positif
Pengguna Google,1,"Min untuk pendaftaran menjadi driver tolong di perketat lagi, karena masih ada driver yang berperilaku tidak senonoh/melecehkan customer",min untuk pendaftaran menjadi driver tolong di perketat lagi karena masih ada driver yang berperilaku tidak senonohmelecehkan customer,"['min', 'untuk', 'pendaftaran', 'menjadi', 'driver', 'tolong', 'di', 'perketat', 'lagi', 'karena', 'masih', 'ada', 'driver', 'yang', 'berperilaku', 'tidak', 'senonohmelecehkan', 'customer']",netral,negatif,negatif
Pengguna Google,3,Kalo bisa jadi akreditasi perolehan,kalau bisa jadi akreditasi perolehan,"['kalo', 'bisa', 'jadi', 'akreditasi', 'perolehan']",netral,netral,netral
Pengguna Google,1,setan lu,setan lu,"['setan', 'lu']",netral,negatif,negatif
Pengguna Google,5,ngen,ngen,['ngen'],netral,positif,positif
Pengguna Google,5,mntap,mntap,['mntap'],netral,positif,positif
Pengguna Google,5,seringkali,seringkali,['seringkali'],netral,positif,positif
Pengguna Google,1,bangke bener ini. udah susah2 pilih lokasi disuruh verifikasi. abis verivikasi malah ilang semua lokasi yang susah2 dicari. ngulangi lagi dari awal pas lagi genting2nya! yang bener aje lu. uninstal saja,bangke bener ini udah susah pilih lokasi disuruh verifikasi abis verivikasi malah ilang semua lokasi yang susah dicari ngulangi lagi dari awal pas lagi gentingnya yang bener aje lu uninstal saja,"['bangke', 'bener', 'ini', 'udah', 'susah', 'pilih', 'lokasi', 'disuruh', 'verifikasi', 'abis', 'verivikasi', 'malah', 'ilang', 'semua', 'lokasi', 'yang', 'susah', 'dicari', 'ngulangi', 'lagi', 'dari', 'awal', 'pas', 'lagi', 'gentingnya', 'yang', 'bener', 'aje', 'lu', 'uninstal', 'saja']",negatif,negatif,negatif
Pengguna Google,3,"Sistem GPS apk anda benar benar mengganggu, terkadang tidak sesuai titik penjemputan, atau benar-benar kaku dan mengasarkan pengemudi. Betulin sistem petanya.",sistem gps apk anda benar benar mengganggu terkadang tidak sesuai titik penjemputan atau benarbenar kaku dan mengasarkan pengemudi betulin sistem petanya,"['sistem', 'gps', 'apk', 'anda', 'benar', 'benar', 'mengganggu', 'terkadang', 'tidak', 'sesuai', 'titik', 'penjemputan', 'atau', 'benarbenar', 'kaku', 'dan', 'mengasarkan', 'pengemudi', 'betulin', 'sistem', 'petanya']",netral,netral,netral
Pengguna Google,1,KALAU POTONG SALDO KONFIRMASI DULU. ASAL POTONG AJA!!!!,kalau potong saldo konfirmasi dulu asal potong aja,"['kalau', 'potong', 'saldo', 'konfirmasi', 'dulu', 'asal', 'potong', 'aja']",netral,negatif,negatif
Pengguna Google,5,sangat aman,sangat aman,"['sangat', 'aman']",positif,positif,positif
Pengguna Google,5,W Grab,w grab,"['w', 'grab']",netral,positif,positif
Pengguna Google,5,makanya enak enak dan menurut aku ini thebest banget sih,makanya enak enak dan menurut saya ini thebest sekali sih,"['makanya', 'enak', 'enak', 'dan', 'menurut', 'aku', 'ini', 'thebest', 'banget', 'sih']",positif,positif,positif
Pengguna Google,5,sangat luar biasa . perjalanan nyaman dan aman,sangat luar biasa perjalanan nyaman dan aman,"['sangat', 'luar', 'biasa', 'perjalanan', 'nyaman', 'dan', 'aman']",positif,positif,positif
Pengguna Google,1,ga jelas paylaternya blm jg waktu bayar limit malah jadi 1 perak,tidak jelas paylaternya belum jg waktu bayar limit malah jadi perak,"['ga', 'jelas', 'paylaternya', 'blm', 'jg', 'waktu', 'bayar', 'limit', 'malah', 'jadi', 'perak']",netral,negatif,negatif
Pengguna Google,4,saya sgt senang,saya sgt senang,"['saya', 'sgt', 'senang']",positif,positif,positif
Pengguna Google,2,pengemudi jual mahal. hujan sudah reda tetap gaada yang mau ambil orderan saya. 2 jam an saya nunggu,pengemudi jual mahal hujan sudah reda tetap gaada yang mau ambil orderan saya jam an saya nunggu,"['pengemudi', 'jual', 'mahal', 'hujan', 'sudah', 'reda', 'tetap', 'gaada', 'yang', 'mau', 'ambil', 'orderan', 'saya', 'jam', 'an', 'saya', 'nunggu']",negatif,negatif,negatif
Pengguna Google,3,terlalu sering minta update dan upgrade. apalagi diminta pada saat lagi penting atau urgent. kesal sih. jadi jarang digunakan karena ini.,terlalu sering minta update dan upgrade apalagi diminta pada saat lagi penting atau urgent kesal sih jadi jarang digunakan karena ini,"['terlalu', 'sering', 'minta', 'update', 'dan', 'upgrade', 'apalagi', 'diminta', 'pada', 'saat', 'lagi', 'penting', 'atau', 'urgent', 'kesal', 'sih', 'jadi', 'jarang', 'digunakan', 'karena', 'ini']",netral,netral,netral
Pengguna Google,5,Good Apk,good apk,"['good', 'apk']",netral,positif,positif
Pengguna Google,5,Sabar membawa penumpang kunci sukses dan rezqi lancar,sabar membawa penumpang kunci sukses dan rezqi lancar,"['sabar', 'membawa', 'penumpang', 'kunci', 'sukses', 'dan', 'rezqi', 'lancar']",positif,positif,positif
Pengguna Google,5,mantap tepat waktu ramah dan sopan 👍👍👍sukses untuk kurirnya.,mantap tepat waktu ramah dan sopan sukses untuk kurirnya,"['mantap', 'tepat', 'waktu', 'ramah', 'dan', 'sopan', 'sukses', 'untuk', 'kurirnya']",positif,positif,positif
Pengguna Google,5,sangat ramah,sangat ramah,"['sangat', 'ramah']",positif,positif,positif
Pengguna Google,5,mantap pelayanannya,mantap pelayanannya,"['mantap', 'pelayanannya']",positif,positif,positif
Pengguna Google,1,"apalah arti 1 suara bintang 1 ku, tapi aku sangat kecewa aplikasi ini naikin harga seenaknya",apalah arti suara bintang ku tapi saya sangat kecewa aplikasi ini naikin harga seenaknya,"['apalah', 'arti', 'suara', 'bintang', 'ku', 'tapi', 'aku', 'sangat', 'kecewa', 'aplikasi', 'ini', 'naikin', 'harga', 'seenaknya']",negatif,negatif,negatif
Pengguna Google,5,"saya suka dan sangat membantu sekali saat bepergian, ..",saya suka dan sangat membantu sekali saat bepergian,"['saya', 'suka', 'dan', 'sangat', 'membantu', 'sekali', 'saat', 'bepergian']",positif,positif,positif
Pengguna Google,5,ok bgt,oke sekali,"['ok', 'bgt']",netral,positif,positif
Pengguna Google,5,"mobil bersih, wangi driver ramah dan sopan",mobil bersih wangi driver ramah dan sopan,"['mobil', 'bersih', 'wangi', 'driver', 'ramah', 'dan', 'sopan']",positif,positif,positif
Pengguna Google,1,"maaf saya kasih bintang 1 dulu...soalnya di daerah saya sudah termasuk ramai...tapi driver car nya gak pada mau ambil orderan,pdahal lagi posisi darurat...tolong admin beri pengertiannya ke pada driver""yg aktif tpi tidak mau ambil orderan...terimakasih",maaf saya kasih bintang dulusoalnya di daerah saya sudah termasuk ramaitapi driver car  tidak pada mau ambil orderanpdahal lagi posisi darurattolong admin beri pengertiannya ke pada driveryg aktif tapi tidak mau ambil orderanterimakasih,"['maaf', 'saya', 'kasih', 'bintang', 'dulusoalnya', 'di', 'daerah', 'saya', 'sudah', 'termasuk', 'ramaitapi', 'driver', 'car', 'nya', 'gak', 'pada', 'mau', 'ambil', 'orderanpdahal', 'lagi', 'posisi', 'darurattolong', 'admin', 'beri', 'pengertiannya', 'ke', 'pada', 'driveryg', 'aktif', 'tpi', 'tidak', 'mau', 'ambil', 'orderanterimakasih']",netral,negatif,negatif
Pengguna Google,5,saya suka pelayanannya memuaskan,saya suka pelayanannya memuaskan,"['saya', 'suka', 'pelayanannya', 'memuaskan']",positif,positif,positif
Pengguna Google,4,nyaman untuk pepergian,nyaman untuk pepergian,"['nyaman', 'untuk', 'pepergian']",positif,positif,positif
Pengguna Google,5,fast respon grab,fast respon grab,"['fast', 'respon', 'grab']",netral,positif,positif
Pengguna Google,5,ok mantap,oke mantap,"['ok', 'mantap']",positif,positif,positif
Pengguna Google,1,"JIKA untuk food jgn coba digrab.. ampun habisin waktu aja buat nunggu,,pilih yg killat juuga sama aja,anjirrr..wkwk..,,parah..ini! 45 menit bisa sampai 1 ½ jncokllh..wkwkw",jika untuk food jgn coba digrab ampun habisin waktu aja untuk nunggupilih yang killat juuga sama ajaanjirrrwkwkparahini menit bisa sampai ½ jncokllhwkwkw,"['jika', 'untuk', 'food', 'jgn', 'coba', 'digrab', 'ampun', 'habisin', 'waktu', 'aja', 'buat', 'nunggupilih', 'yg', 'killat', 'juuga', 'sama', 'ajaanjirrrwkwkparahini', 'menit', 'bisa', 'sampai', '½', 'jncokllhwkwkw']",netral,negatif,negatif
Pengguna Google,5,Puas,puas,['puas'],positif,positif,positif
Pengguna Google,3,"g bisa batalin pesanan,",g bisa batalin pesanan,"['g', 'bisa', 'batalin', 'pesanan']",netral,netral,netral
Pengguna Google,1,"gak bisa dipake, masuk akun verifikasi muka gak kelar2",tidak bisa dipake masuk akun verifikasi muka tidak kelar,"['gak', 'bisa', 'dipake', 'masuk', 'akun', 'verifikasi', 'muka', 'gak', 'kelar']",netral,negatif,negatif
Pengguna Google,5,good💪,good,['good'],netral,positif,positif
Pengguna Google,5,gercep,gercep,['gercep'],netral,positif,positif
Pengguna Google,5,good 👍,good,['good'],netral,positif,positif
Pengguna Google,5,Tetap jaga mutu pelayanan nya yaa.. Yang sudah baik agar menjadi semakin baik,tetap jaga mutu pelayanan  yaa yang sudah baik agar menjadi semakin baik,"['tetap', 'jaga', 'mutu', 'pelayanan', 'nya', 'yaa', 'yang', 'sudah', 'baik', 'agar', 'menjadi', 'semakin', 'baik']",positif,positif,positif
Pengguna Google,5,👍👍,,[],netral,positif,positif
Pengguna Google,5,"sangat membantu sekali...dalam keaadaan mendesak,,sangat membantu dalam keadaan...sibuk dalam bekerja....",sangat membantu sekalidalam keaadaan mendesaksangat membantu dalam keadaansibuk dalam bekerja,"['sangat', 'membantu', 'sekalidalam', 'keaadaan', 'mendesaksangat', 'membantu', 'dalam', 'keadaansibuk', 'dalam', 'bekerja']",netral,positif,positif
Pengguna Google,5,sangat baik orang nya,sangat baik orang ,"['sangat', 'baik', 'orang', 'nya']",positif,positif,positif
Pengguna Google,1,aplikasi super murah gak pikirkan bagaimana kesejahteraan mitranya... layanan hemat selalu di tawarkan diawal pelanggan memesan,aplikasi super murah tidak pikirkan bagaimana kesejahteraan mitranya layanan hemat selalu di tawarkan diawal pelanggan memesan,"['aplikasi', 'super', 'murah', 'gak', 'pikirkan', 'bagaimana', 'kesejahteraan', 'mitranya', 'layanan', 'hemat', 'selalu', 'di', 'tawarkan', 'diawal', 'pelanggan', 'memesan']",positif,negatif,negatif
Pengguna Google,4,pelayanan nya baik,pelayanan  baik,"['pelayanan', 'nya', 'baik']",positif,positif,positif
Pengguna Google,5,perjalanan sangat aman,perjalanan sangat aman,"['perjalanan', 'sangat', 'aman']",positif,positif,positif
Pengguna Google,5,lebih praktis,lebih praktis,"['lebih', 'praktis']",positif,positif,positif
Pengguna Google,1,"app anjj. org g ada yg pesen grabxpress, tau2 mau ada kurir datang mau jemput barang. baru cek harga g ada yg klik order bhkan alamat pnerima jg blm ssuai. tau2 kurir mau datang aja bhkan detail harga jg g ada. lama2 gajee bgt ..",app anjj org g ada yang pesen grabxpress tau mau ada kurir datang mau jemput barang baru cek harga g ada yang klik order bhkan alamat pnerima jg belum ssuai tau kurir mau datang aja bhkan detail harga jg g ada lama gajee sekali,"['app', 'anjj', 'org', 'g', 'ada', 'yg', 'pesen', 'grabxpress', 'tau', 'mau', 'ada', 'kurir', 'datang', 'mau', 'jemput', 'barang', 'baru', 'cek', 'harga', 'g', 'ada', 'yg', 'klik', 'order', 'bhkan', 'alamat', 'pnerima', 'jg', 'blm', 'ssuai', 'tau', 'kurir', 'mau', 'datang', 'aja', 'bhkan', 'detail', 'harga', 'jg', 'g', 'ada', 'lama', 'gajee', 'bgt']",netral,negatif,negatif
Pengguna Google,5,sangat bagus respon cpat,sangat bagus respon cpat,"['sangat', 'bagus', 'respon', 'cpat']",positif,positif,positif
Pengguna Google,4,👌,,[],netral,positif,positif
Pengguna Google,2,"kenapa apk grab orang² nya ga pernah on time ya? selalu kita yang nunggu pasti dia harus siap2 dlu lah apalah,tapi giliran kita mesen buat nunggu sebentar aja di batalin gtu aja sama abang² nya pdhl kita juga mesen nungguin dia siap² juga",kenapa apk grab orang²  tidak pernah on time ya selalu kita yang nunggu pasti dia harus siap dlu lah apalahtapi giliran kita mesen untuk nunggu sebentar aja di batalin gtu aja sama abang²  pdhl kita juga mesen nungguin dia siap² juga,"['kenapa', 'apk', 'grab', 'orang²', 'nya', 'ga', 'pernah', 'on', 'time', 'ya', 'selalu', 'kita', 'yang', 'nunggu', 'pasti', 'dia', 'harus', 'siap', 'dlu', 'lah', 'apalahtapi', 'giliran', 'kita', 'mesen', 'buat', 'nunggu', 'sebentar', 'aja', 'di', 'batalin', 'gtu', 'aja', 'sama', 'abang²', 'nya', 'pdhl', 'kita', 'juga', 'mesen', 'nungguin', 'dia', 'siap²', 'juga']",netral,negatif,negatif
Pengguna Google,5,Selamat,selamat,['selamat'],positif,positif,positif
Pengguna Google,5,Alhamdulillah sangat membantu ada apk grab,alhamdulillah sangat membantu ada apk grab,"['alhamdulillah', 'sangat', 'membantu', 'ada', 'apk', 'grab']",netral,positif,positif
Pengguna Google,2,penemuan untuk driver sangat jauh dan saya harus menunggu sampai setengah jam setiap kali saya mengorder layanan bike pasti mendapatkan lokasi driver yang sangat jauh dari posisi penjemputan saya gimana ni pihak grab bisa kah untuk mengatasi keluhan para pelanggan nya,penemuan untuk driver sangat jauh dan saya harus menunggu sampai setengah jam setiap kali saya mengorder layanan bike pasti mendapatkan lokasi driver yang sangat jauh dari posisi penjemputan saya gimana ni pihak grab bisa kah untuk mengatasi keluhan para pelanggan ,"['penemuan', 'untuk', 'driver', 'sangat', 'jauh', 'dan', 'saya', 'harus', 'menunggu', 'sampai', 'setengah', 'jam', 'setiap', 'kali', 'saya', 'mengorder', 'layanan', 'bike', 'pasti', 'mendapatkan', 'lokasi', 'driver', 'yang', 'sangat', 'jauh', 'dari', 'posisi', 'penjemputan', 'saya', 'gimana', 'ni', 'pihak', 'grab', 'bisa', 'kah', 'untuk', 'mengatasi', 'keluhan', 'para', 'pelanggan', 'nya']",netral,negatif,negatif
Pengguna Google,4,Good,good,['good'],netral,positif,positif
Pengguna Google,5,Nyaman & aman,nyaman aman,"['nyaman', 'aman']",positif,positif,positif
Pengguna Google,5,kenapa ya ovo paylater tiba² saldonya hilang. pdhal tidk pernah telat kalo bayar... kecewa,kenapa ya ovo paylater tiba² saldonya hilang pdhal tidk pernah telat kalau bayar kecewa,"['kenapa', 'ya', 'ovo', 'paylater', 'tiba²', 'saldonya', 'hilang', 'pdhal', 'tidk', 'pernah', 'telat', 'kalo', 'bayar', 'kecewa']",negatif,positif,positif
Pengguna Google,1,apk ajg,apk ajg,"['apk', 'ajg']",netral,negatif,negatif
Pengguna Google,4,aman,aman,['aman'],positif,positif,positif
Pengguna Google,5,halo grab Adain pembayaran untuk perjalanan dengan grabbike dan grab car yaitu shopeepay dong di grab,halo grab adain pembayaran untuk perjalanan dengan grabbike dan grab car yaitu shopeepay dong di grab,"['halo', 'grab', 'adain', 'pembayaran', 'untuk', 'perjalanan', 'dengan', 'grabbike', 'dan', 'grab', 'car', 'yaitu', 'shopeepay', 'dong', 'di', 'grab']",netral,positif,positif
Pengguna Google,1,"kecewa banget. deket banget cuma 700m, mau pesen grab car karena ujan. malah dipilih rute yang muter muter sampe harganya naik 3kali lipat. apa coba?",kecewa sekali deket sekali cuma m mau pesen grab car karena ujan malah dipilih rute yang muter muter sampe harganya naik kali lipat apa coba,"['kecewa', 'banget', 'deket', 'banget', 'cuma', 'm', 'mau', 'pesen', 'grab', 'car', 'karena', 'ujan', 'malah', 'dipilih', 'rute', 'yang', 'muter', 'muter', 'sampe', 'harganya', 'naik', 'kali', 'lipat', 'apa', 'coba']",netral,negatif,negatif
Pengguna Google,5,ramah dan baik,ramah dan baik,"['ramah', 'dan', 'baik']",positif,positif,positif
Pengguna Google,5,Mempermudah urusan,mempermudah urusan,"['mempermudah', 'urusan']",netral,positif,positif
Pengguna Google,4,kenapa makin lama tuh mau grabfood mahal sih🥺,kenapa makin lama tuh mau grabfood mahal sih,"['kenapa', 'makin', 'lama', 'tuh', 'mau', 'grabfood', 'mahal', 'sih']",negatif,positif,positif
Pengguna Google,1,"limit ovopaylater tiba2 nol pdahal pembayaran engga pernah telat tp ketika mau dgunakan tau2 limit nol , payaaah",limit ovopaylater tiba nol pdahal pembayaran engga pernah telat tapi ketika mau dgunakan tau limit nol payaaah,"['limit', 'ovopaylater', 'tiba', 'nol', 'pdahal', 'pembayaran', 'engga', 'pernah', 'telat', 'tp', 'ketika', 'mau', 'dgunakan', 'tau', 'limit', 'nol', 'payaaah']",netral,negatif,negatif
Pengguna Google,5,acc min dftr grab,acc min dftr grab,"['acc', 'min', 'dftr', 'grab']",netral,positif,positif
Pengguna Google,4,lumayan,lumayan,['lumayan'],netral,positif,positif
Pengguna Google,5,ramah bgt drivernya,ramah sekali drivernya,"['ramah', 'bgt', 'drivernya']",positif,positif,positif
Pengguna Google,1,"kecewa sama grab, karena jika pesanan makanan tidak sesuai tidak ada opsi menghubungi restoran",kecewa sama grab karena jika pesanan makanan tidak sesuai tidak ada opsi menghubungi restoran,"['kecewa', 'sama', 'grab', 'karena', 'jika', 'pesanan', 'makanan', 'tidak', 'sesuai', 'tidak', 'ada', 'opsi', 'menghubungi', 'restoran']",negatif,negatif,negatif
Pengguna Google,5,OK,oke,['ok'],netral,positif,positif
Pengguna Google,5,terima kasih telah mengantarkan suami sy ke stasiun,terima kasih telah mengantarkan suami saya ke stasiun,"['terima', 'kasih', 'telah', 'mengantarkan', 'suami', 'sy', 'ke', 'stasiun']",netral,positif,positif
Pengguna Google,3,bahasa terlalu rumit,bahasa terlalu rumit,"['bahasa', 'terlalu', 'rumit']",netral,netral,netral
Pengguna Google,5,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']",netral,positif,positif
